Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities,Appliances,Elevator,Room Area,Balcony,Floor,Links
House,Monolith,600 sq.m.,4+,7,3+,Designer Renovation,,"Tamanyan street, Yerevan","$7,000 monthly",USD,"Կոդ-14104968Վարձով է տրվում 4,5 հարկանի 9 սենյականոց նորակառույց առանձնատուն ընդհանուր 600քմ բնակելի մակերեսով: Այն ունի 5 ննջարան իրենց 5 լոգասենյակներով, ևս 2 առանձին սանհանգույց, խոհանոց, լվացքատուն, 1 մեծ ճաշասենյակ, 2 հյուրասենյակ, 1 աշխատասենյակ: Առանձնատունն ունի մանսարդ, մեծ ձեռնահարկ և մեծ կանաչապատ բակ:Առանձնատունը կապիտալ վերանորոգված է, ունի յուրահատուկ դիզայն և ինքնատիպ անտիկ եվրոպական կահավորանք: Տեղադրված են եվրո պատուհաններ, երկաթե դուռ, հատակը ծածկված է կաղնե մանրահատակով և բնական մարմարով, սանհանգույցները պատված են բնական մարմարով, տեղադրված են անհրաժեշտ բարձրորակ սանտեխնիկա և ջակուզիներ։ Առանձնատունն ունի կենտրոնացված ջեռուցման և հովացման համակարգեր, 4 գործող բուխարի։ Հագեցած է անհրաժեշտ որակյալ տեխնիկայով: Առանձնատունը համապատասխանում է մի շարք եվրապական ստանդարտների, ունի անվտանգության և հակահրդեհային համակարգեր, հարմար է դեսպանատների հյուրընկալման, կորպորատիվ կամ ընտանեկան միջոցառումների համար",Nov-24-2022_22-46,,,,,,,,,,,,,,https://list.am/en/item/14104968
House,Stone,280 sq.m.,2,6,3+,Designer Renovation,580 sq.m.,"Ghapantsian street, Yerevan","$4,000 monthly",USD,"Arabkir, Ghapantsyan streetbeautiful private house, 2 floorstotal 580 sq. M. Residential 280 sq. M.New property and equipment, 6 rooms 3 + bathroomWe look forward to itTranslated from Armenian",Nov-24-2022_22-46,,,,,,,,,,,,,,https://list.am/en/item/17588009
House,Stone,2000 sq.m.,3,8+,3+,Designer Renovation,350 sq.m.,"Ghapantsian street, Yerevan","$8,000 monthly",USD,"A house in Arabkir community that does not have a unique one in accordance with European standards3 floors 8 + room, 2000 sq. M. Total, beautiful green yard is suitable for parties, it has a swimming pool, a beautiful view due to the open position5 rooms, 3 bathroomsTranslated from Armenian",Nov-24-2022_22-46,,,,,,,,,,,,,,https://list.am/en/item/17944092
House,Stone,600 sq.m.,2,6,3+,Designer Renovation,70 sq.m.,"Marshal Khudyakov street, Yerevan","$4,000 monthly",USD,"A two-storey private house corresponding to the latest European standards is for rentAvan Khudyakov street, 3 + bathroom 6 bedroomslarge yard, parking, barbecue, for nice gatheringsIt is possible to rent a separate floorTranslated from Armenian",Nov-24-2022_22-46,,,,,,,,,,,,,,https://list.am/en/item/17944061
House,Stone,500 sq.m.,1,5,1,Cosmetic Renovation,500 sq.m.,"Verfel street, Yerevan","$1,800 monthly",USD,"1-storey 5-room private house with a total area of 500 square meters is for rent on Werfel street, the land is 500 square meters. The house is in good condition. Euro windows, air conditioner, metal door are installed, the floor is covered with parquet. It is provided with constant water and gas supply. It is heated by a heating system. The bathroom is tiled, equipped with sanitary ware. The house has a garage, a basement, a spacious yard, a garden. For sale together with furniture.Code 18230Translated from Armenian",Nov-24-2022_22-46,Available,2 spots,8+,Yes,No,Not included,1 month,,,,,,,https://list.am/en/item/17692196
House,Stone,200 sq.m.,3,3,1,Major Renovation,100 sq.m.,"Sarmen street, Yerevan","$2,500 monthly",USD,"A 7-room, 3-story private house for rent on Sarmeni street, with an area of 200 square meters and 100 square meters. M soil. By area. It consists of 5 bedrooms and 3 living rooms, fully renovated, provided with constant water, gas, windows of European manufacture. Iron door, air conditioner installed. It is provided with permanent water supply and gas supply. Heated by a heating system. Bathrooms are tiled, equipped with sanitary ware. The house has a large open terrace, a garage, a cellar, a garden with fruit and decorative trees. Rented with all property and appliances.: Will also deliver for commercial purposes.Code 6775Translated from Armenian",Nov-24-2022_22-46,Available,2 spots,6,Yes,No,Not included,1 month,,,,,,,https://list.am/en/item/17879101
House,Stone,204 sq.m.,3,8+,3+,Major Renovation,400 sq.m.,"Shrjancik Tunel Street 1, Yerevan","$4,000 monthly",USD,"8-room private house is for rent in Korea Dzor, 204 sq. M. M area. It has a basement and an attic. In the yard there are 2 swimming pools (also for children), a sauna with its own bathroom, a summer pavilion with all its amenities. The house is fully renovated, there is a bathroom on each floor. Iron door, euro windows, air conditioner are installed, the floor is covered with parquet. It is provided with constant water and gas supply, it is heated by heating system. The bathrooms are tiled, equipped with sanitary ware. The house is provided with all the necessary property and equipment. There is an open balcony.Code 17698Translated from Armenian",Nov-24-2022_22-46,Available,2 spots,7,Yes,Yes,Not included,1 month,,,,,,,https://list.am/en/item/17274614
House,Stone,170 sq.m.,2,4,2,Euro Renovation,400 sq.m.,"Kond 1st street, Yerevan","$4,000 monthly",USD,"4-storey 4-room luxurious private house of 170 sq. M. Is for rent on Kondi street. Մ. Area: The house is fully renovated. The entrance door is metallic, the windows are modern plastic ones, installed air conditioner, the floor is wooden. The private house is provided with round-the-clock water and gas supply. It is heated by heating system. The bathrooms are 2, tiled, equipped with sanitary ware. It is provided with the necessary property and equipment. It has a swimming pool, sauna, game hall.Code 18743Translated from Armenian",Nov-24-2022_22-46,Available,2 spots,4,Yes,No,Not included,1 month,,,,,,,https://list.am/en/item/17020279
House,Stone,450 sq.m.,4+,8+,3+,Major Renovation,100 sq.m.,"Simeon Yerevantsi street, Yerevan","$4,500 monthly",USD,"S. A 4-story, 8-room house with a total area of 450 square meters and a plot of land of 100 square meters is for rent on Yerevantsi Street. The house has been completely renovated. Euro windows, iron door, air conditioner are installed. It is provided with permanent water supply and gas supply. It is heated by a heating system, the floor is heated. Bathrooms are tiled, equipped with sanitary ware. The mansion has a large swimming pool, an open terrace, a garage, a basement and a garden. Rented with all property and appliances.Code 18942Translated from Armenian",Nov-24-2022_22-46,Available,1 spot,4,Yes,No,Not included,1 month,,,,,,,https://list.am/en/item/18060666
House,Stone,160 sq.m.,1,4,1,Major Renovation,250 sq.m.,"Kond 1st street, Yerevan","$2,500 monthly",USD,"A 2-story, 4-room private house is for rent on Kondi Street, 160 sq. M. M. The total area of the land is 250 square meters. M.: The house is fully renovated. Euro windows, iron door are installed, the floor is covered with parquet. It is provided with permanent water supply and gas supply. Heated by a heating system. The bathroom is tiled, equipped with sanitary ware. The house has a large yard, garden, garage. The house is rented with furniture and appliances.Code 18941Translated from Armenian",Nov-24-2022_22-46,Available,2 spots,5,Yes,No,Not included,1 month,,,,,,,https://list.am/en/item/18022749
House,Stone,211 sq.m.,3,4,2,Major Renovation,300 sq.m.,"Aygektci street, Yerevan","$2,500 monthly",USD,"A 3-storey, 4-room private house with a total area of 211 square meters, land of 300 square meters is for rent on Aygektsu street. The house has been completely renovated. Euro windows, iron door are installed, the floor is covered with parquet. It is provided with permanent water supply and gas supply. Heated by a heating system. Bathrooms are tiled, equipped with sanitary ware. The mansion has a spacious open terrace, a garage, a basement, a swimming pool and an orchard. The house is rented with furniture and appliances.Code 19104Translated from Armenian",Nov-24-2022_22-46,Available,2 spots,4,Yes,Yes,Not included,1 month,,,,,,,https://list.am/en/item/18166477
House,Stone,600 sq.m.,3,6,3+,Major Renovation,1000 sq.m.,"Kievyan street, Yerevan","$4,000 monthly",USD,"A beautiful, spacious 3-storey private house is for rent on the back of Kiyan street (Blur district) The house is completely newly renovated. The building area is 600 square meters. The land is 1000 square meters. E and 200 sq. M. Մ. Fruit garden: Euro windows are installed, the floor is covered with parquet and pressed granite, which is heated. It is heated by a gas boiler. 1st floor: 4 separate areas that can be used for different purposes, 1 bathroom, garden. 2nd floor: Spacious entrance hall, 1 bedroom, indoor swimming pool, Finnish sauna, 2 open balconies: From the bedroom to the entrance hall, fireplace. On the 3rd floor, 3 bedrooms, each with its own bathroom, 1 large living room, 2 open balconies with a unique gorge view, 1 kitchen. There are air conditioners on each floor. If desired, the house will be furnished.Code 10968Translated from Armenian",Nov-24-2022_22-46,Available,2 spots,4,Yes,No,Not included,1 month,,,,,,,https://list.am/en/item/17024040
House,Stone,75 sq.m.,3,2,1,Major Renovation,100 sq.m.,"Nairi Zaryan street, Yerevan","400,000 ֏ monthly",AMD,"The 3rd floor of a large and beautiful private house is for rent on Zaryan street, 75 square meters. With an area of m. The building has three floors. The apartment is fully renovated. It is provided with constant gas and water supply. It is heated by the heating system. There is furniture in the house. An iron door, euro windows are installed. The entrance is separate.Code 19602Translated from Armenian",Nov-24-2022_22-46,Available,Not available,6,Yes,No,Not included,1 month,,,,,,,https://list.am/en/item/18193488
House,Stone,410 sq.m.,2,6,3+,Major Renovation,940 sq.m.,"Mamikonyants street, Yerevan","$3,500 monthly",USD,"A 2-storey 6-room private house of 410 sq. M. Is for rent near the Slavonic University. Total area, land area: 940 sq. M. M.: It is fully renovated. Euro windows, metal door are installed, the floor is covered with parquet. It is provided with constant water supply. It is heated by a heating system. The bathrooms are tiled, equipped with sanitary ware. There is an open balcony. Has a garage, basement, beautiful garden with fruit trees, sauna, gym.Code 18013Translated from Armenian",Nov-24-2022_22-46,Available,1 spot,6,Yes,No,Not included,1 month,,,,,,,https://list.am/en/item/17546711
Country House,Stone,500 sq.m.,3,4,1,Major Renovation,1500 sq.m.,"Ghapantsian street, Yerevan","60,000 ֏ daily",AMD,"3-storey 4-room private house of 500 sq. M. Is for daily rent on Ghapantsyan street. M total area, land area - 1500 sq. M. M.: It is fully renovated. Euro windows, metal door are installed. It is provided with constant water and gas supply. It is heated by a heating system. The bathroom is tiled, equipped with sanitary ware. There are open and closed balconies. Has a garage, basement, beautiful garden with fruit trees, swimming pool.Code 18150Translated from Armenian",Nov-24-2022_22-46,Available,1 spot,5,Yes,No,Not included,1 month,,,,,,,https://list.am/en/item/17661450
