Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Address,Price,Currency,Description,Datetime,The House Has,Parking,Appliances,Window Views,Links
Monolith,Yes,Not available,5,93 sq.m.,3,2,from 3 m,5,Multiple balconies,Available,Major Renovation,Kotayk › Nor Hachen,"$90,000",USD,"The apartment is located in the city of Nor Hachn, at 5/3 Hovhannes Tumanyan Street.The apartment has a living room with a kitchen, 2 bedrooms, 2 bathrooms, a storage room and 2 balconies.The outer walls and ceiling of the apartment are thermally insulated, the floor is heated.Translated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/17499479
Stone,No,Not available,5,100 sq.m.,4,1,from 2.7 m,4,Closed balcony,Not available,No Renovation,Kotayk › Abovian,"$90,000",USD,"A 4-room apartment (two connected apartments, 1 and 2-room) is for sale in the city of Abovyan. The apartment is renovated, the windows are made in Europe, the door is iron, there is an individual heating system.We also work with home buyers with certificates and mortgages.You can read all our announcements by clicking on the right side - Good Offer. Thanks in advance:Translated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/17244902
Panels,No,Available,9,98 sq.m.,4,1,from 2.8 m,6,Closed balcony,,Old Renovation,Kotayk › Charentsavan,"$55,000",USD,It is possible to exchange with an apartment in Yerevan for an additional fee from me. Sold with the property. There are 2 storage rooms on the same floor. Write WhatsAppTranslated from Armenian,Nov-25-2022_12-56,,,,,https://list.am/en/item/18260780
Stone,Yes,Not available,4,28 sq.m.,1,1,from 3 m,2,Open balcony,,Major Renovation,"Երևան-Աբովյան խճուղի 5, Վերին Պտղնի","$1,350",USD,"Completely renovated apartments of 28 sq. M.-140 sq. M. Are for sale in a newly constructed 4-storey building near Gai post office in Abovyan. Iron door, tiled floor, European windows, central heating system, there are 4 apartments on each floor and it is possible to connect them together. There are also income tax.Code 10038Translated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/18282476
Panels,No,Available,9,86 sq.m.,4,1,from 2.7 m,5,Closed balcony,,Old Renovation,Kotayk › Byureghavan,"$50,000",USD,"4-room apartment in Byureghavan, building 32. Old renovated, oak flooring, Czech tile bathroom, metlak. To the sun.4-room apartment for sale in Byuregavane. Old repair.Translated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/18046179
Stone,Yes,Not available,1,90 sq.m.,3,1,from 3 m,1,Not available,Not available,No Renovation,Kotayk › Garni,"$15,000",USD,"Semi-constructed building for sale in GARNI, near the house, 1000 m land plotPRICE NEGOTIABLEGas, Light, Water passes by the buildingFOR MORE INFORMATION CALLTranslated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/13956173
Panels,No,Available,9,87 sq.m.,4,1,from 2.6 m,2,Multiple balconies,Not available,Old Renovation,"Russian street, Abovyan","$77,000",USD,For more information callTranslated from Armenian,Nov-25-2022_12-56,,,,,https://list.am/en/item/16854341
Monolith,Yes,Available,7,80 sq.m.,4,1,from 3 m,7,Closed balcony,Not available,Designer Renovation,Kotayk › Abovian,"$85,000",USD,"Abovyan city, 4 miThe apartment is for sale in a renovated state, it has a heating system.Code 0900094Translated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/18026361
Stone,No,Not available,5,60 sq.m.,3,1,from 2.8 m,1,Closed balcony,,Partial Renovation,Kotayk › Hrazdan,"$27,500",USD,"Closed prison. For questions, call at any time of the day.Translated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/18305913
Panels,Yes,Available,9,100 sq.m.,4,1,from 3 m,6,Multiple balconies,,Cosmetic Renovation,Kotayk › Hrazdan,"$45,000",USD,An apartment is for sale in the Vahagn district of the MicrodistrictTranslated from Armenian,Nov-25-2022_12-56,,,,,https://list.am/en/item/18305694
Monolith,No,Available,12,60 sq.m.,3,1,from 2.6 m,8,Open balcony,,Euro Renovation,"Բարեկամության հրապարակ, Աբովյան","$45,000",USD,"A 3-room apartment is for sale in the city of Abovyan. It is fully renovated, it has a heating system, all utilities, the water is not turned off after 12, it has 2 elevators, a truck and a passenger car. For details, call:Translated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/12114395
Stone,No,Not available,2,45 sq.m.,3,1,from 2.7 m,1,Not available,Available,Cosmetic Renovation,"Zovuni 6 street, Zovuni","$58,000",USD,"Վաճառվում է 3 սենյականոց բնակարան Զովունիում: Բնակարանը գտնվում է 2 հարկանի քարե շենքի 1-ին հարկում, Ընդհանուր մակերեսը կազմում է 45քմ. Պատուհանները եվրոպական արտադրության են ապահովված է օդորակիչով, ջեռուցման կաթսայով, կա 112 քմ մակերեսով այգի սեփականաշնորհված վկայականով։",Nov-25-2022_12-56,,,,,https://list.am/en/item/14669072
Panels,No,Available,9,72 sq.m.,3,1,from 3 m,8,Closed balcony,,Partial Renovation,Kotayk › Charentsavan,"14,000,000 ֏",AMD,"I am selling a 3-room apartment in Charentsavan city, 8th district, 9 building, side partially renovated, there is a heating system.Translated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/17172060
Panels,No,Available,9,69 sq.m.,3,1,from 2.75 m,7,Closed balcony,,Euro Renovation,Kotayk › Charentsavan,"15,000,000 ֏",AMD,2s turned into 3sTranslated from Armenian,Nov-25-2022_12-56,,,,,https://list.am/en/item/18302869
Monolith,Yes,Available,8,48 sq.m.,2,1,from 2.75 m,5,Open balcony,Available,Major Renovation,Kotayk › Tsakhkadzor,"$90,000",USD,"A fully renovated 2-room apartment is for sale in Tsaghkadzor, on the 8th/5th floor, there is a sports complex inside the building, it has a very convenient location, it is sold with the property, it is sold urgently.Code B-2028Translated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/18302683
Monolith,Yes,Not available,2,370 sq.m.,5,2,from 3 m,1,Open balcony,,Euro Renovation,"Jrvezh 2-nd street 1st deadlock, Yerevan","$450,000",USD,"Վաճառվում է երկհարկանի՝ մանսարդային հարկով և նկուղով, շքեղ, նմանը չունեցող, յուրահատուկ կահավորանքով առանձնատուն Ջրվեժում: Շինության մակերեսը կազմում է 370քմ, իսկ հողատարածքինը՝ 1500քմ: Առանձնատունը կենտրոնից ընդամենը 15 րոպե հեռավորությամբ է գտնվում: Կապիտալ եվրո նորոգված է, ամբողջ հատակը ծածկված է պրեսգրանիտով, որը տաքացվող է, և լամինատով, աստիճանավանդակները մարմարեպատ են: Հյուրասենյակում տեղադրված է բուխարի: Առկա է 2 սանհանգույց: Բակը նույնպես բարեկարգ է, առանձնացված է ամառային հանգստի գոտի: Առանձնատունն ունի անվտանգության համակարգ, ընդհանուր պարսպապատ է: Երեսպատված է տրավերտին քարով: Բակն ամբողջությամբ սալահատակ է:Վաճառվում է ողջ գույքի և տեխնիկայի հետ միասին:",Nov-25-2022_12-56,,,,,https://list.am/en/item/15940331
Stone,No,Not available,4,24 sq.m.,2,1,from 2.7 m,3,Not available,Not available,Partial Renovation,"Улица Вазгена А Веапара 13, Бюрегаван","$20,000",USD,Продаю 2ух комнатную квартиру. Ест санузел и подваль. (обшежитя),Nov-25-2022_12-56,,,,,https://list.am/en/item/18301544
Stone,No,Not available,4,80 sq.m.,3,1,from 3 m,1,Multiple balconies,Not available,Old Renovation,"Shirak street 1, Yeghvard","$30,000",USD,"Վաճառվում է 3 սենյականոց բնակարան Եղվարդ քաղաքում: ՈՒնի վերանորոգման կարիք: Բնակարանն ունի 2 հատ նկուղ, մեծ պատշգամբ, խոհանոց (ունի մեծանալու տեղ) : Բնակարանը ապահովված է բոլոր հարմարություններով՛ գազ, լույս, ջուր, կոյուղի:",Nov-25-2022_12-56,,,,,https://list.am/en/item/11269663
Panels,No,Not available,4,64 sq.m.,3,2,from 2.5 m,4,Closed balcony,,No Renovation,Kotayk › Hankavan,"$8,000",USD,"The house needs renovation. It is located in Hankavan, next to the bathrooms.Translated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/11203295
Stone,No,Not available,5,48 sq.m.,2,1,from 2.8 m,3,Not available,,Cosmetic Renovation,"Erevanyan street 7, Yeghvard","$50,000",USD,"The apartment is located in K. In Yeghvard, 7 building, Yeghvanyan street.The apartment is gasified, has constant hot and cold water, is renovated.Translated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/17091619
Stone,No,Not available,5,64 sq.m.,3,1,from 2.75 m,1,Closed balcony,,Old Renovation,"Улица Дарани 5, Абовян","$49,000",USD,"Предлагается к покупке 3-х комнатная квартира, на 1-ом этаже, удобная планировка комнат.Общая площадь- 64 кв. М. По документам, но фактически больше.Гостиная, 2 спальные комнаты, прихожая, кухня, санузел (отдельно туалет и ванная комната), балкон закрытый также дополнительно в квартире имеется большой погреб и кладовая комната. Также прилагается небольшой огорожденный земельный участок впереди-мини огород с деревянным сараем, и фруктовыми деревьями- груша, слива, орех, абрикос.Возможен торг.",Nov-25-2022_12-56,,,,,https://list.am/en/item/17849108
Stone,No,Not available,5,98 sq.m.,4,2,from 2.75 m,4,Closed balcony,,Designer Renovation,"Երիտասարդական փողոց 14, Աբովյան","$90,000",USD,"Վաճառվում է 5 սենյականոց բնակարան 98ք/մ (իրար միացված 2 բնակարան, 2 հ սեփականության վկայականներով)Աշխատասենյակ 6ք/մ,Հանդերձարան 5ք/մ.Продаётся квартира (вместе с техникой и мебелью)В городе Абовян (в 15 км от Еревана)Общая площадь 98кв.3 спальни, гостиная, гардеробная,2 туалетные комнатыКвартира находится на 4-ом этаже пятиэтажного дома из туфа.",Nov-25-2022_12-56,,,,,https://list.am/en/item/17187916
Panels,No,Available,9,89 sq.m.,4,2,from 3 m,5,Multiple balconies,Available,Cosmetic Renovation,"Ա․ Ալավերդյանի փողոց 63, Հրազդան","$36,000",USD,"4-room apartment for sale in Kotayk region, c. Hrazdan center. 63 building 27 apt. The 5th floor in the middle of the house is cosmetically renovated.It is negotiable for a real buyer. SMBATTranslated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/17417972
Stone,No,Not available,3,300 sq.m.,3,1,from 2.8 m,1,Closed balcony,,Old Renovation,"Avan-Arinj 1st micro, Yerevan","$60,000",USD,"The house has opportunities to expand the living area.It has a basement with the number of rooms in the house.Price is negotiable.It needs to be repaired.The bathroom is outside.The windows have been changed.The gate is made of iron.Masard is not repaired.It has a barn, one car, a garden of about 70 square meters, with fruit trees.Translated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/17489663
Panels,No,Not available,2,120 sq.m.,5,1,from 3 m,2,Open balcony,,Major Renovation,"Zovuni 39 street, Zovuni","$48,000",USD,There is a renovated near the kindergarten club gas Luys water euro windowsTranslated from Armenian,Nov-25-2022_12-56,,,,,https://list.am/en/item/16913726
Stone,No,Not available,3,140 sq.m.,4,2,from 3 m,3,Open balcony,,Major Renovation,Kotayk › Proshyan,"$60,000",USD,"The apartment is gasified. It is located on the 6th Yeryanyan street. It has permanent water, light, gas. It is given together with the kitchen furniture. Negotiable.Translated from Armenian",Nov-25-2022_12-57,,,,,https://list.am/en/item/16641626
Stone,No,Not available,3,65 sq.m.,3,1,from 2.7 m,3,Closed balcony,By agreement,Euro Renovation,"Թոռոզյան փողոց 15, Նոր Հաճն","$49,000",USD,"Cozy, bright and comfortable apartment in the central part of Nor Hachn. The apartment is provided with all the necessary utilities. Gas, hot water, air conditioner, heating, etc. Shops, schools, kindergarten, Haypost, communication offices are very close.Translated from Armenian",Nov-25-2022_12-57,,,,,https://list.am/en/item/17878446
Stone,No,Not available,5,43 sq.m.,1,1,from 2.75 m,1,Closed balcony,,Partial Renovation,Kotayk › Charentsavan,"$18,500",USD,"The apartment faces the sun, the closed balcony is above the bedroom. The apartment has a full-length basement under the balcony, it has the possibility to grow on the side of the balcony. Real buyers will call.Translated from Armenian",Nov-25-2022_12-57,,,,,https://list.am/en/item/18069409
Stone,No,Not available,5,68 sq.m.,3,1,from 3 m,3,Closed balcony,,No Renovation,Kotayk › Abovian,"$50,000",USD,"Selling a 68 square meter, 3-room apartment in Abovyan city, near the cinema house. It has the possibility to add one room.Translated from Armenian",Nov-25-2022_12-57,,,,,https://list.am/en/item/17482314
Stone,No,Not available,5,125 sq.m.,5,2,from 2.8 m,2,Open balcony,Not available,Cosmetic Renovation,"Aram Martirosyan street, Kasakh","$70,000",USD,"We can give him an apartment with 2 basements, a garage, a small wooden plot next to it. It is possible to exchange it with an apartment for as little as $ 25,000.Translated from Armenian",Nov-25-2022_12-57,,,,,https://list.am/en/item/17586152
