Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Service Lines,Land Area,Address,Price,Currency,Description,Datetime,Facilities,Appliances,Links
House,Stone,320 sq.m.,2,6,2,,,Old Renovation,,1000 sq.m.,"Ազատության փողոց, Վանաշեն","$45,000",USD,"320 sq. M. Two-storey private house is for sale in Vanashen (Taytan) village. It has all the communal facilities, there is a separate boiler house, toilet, bathroom, pantry, garage, as well as a 700 square meter plot with fruit trees. Exchange: Ararat region, Ararat region. Vedi, VanashenArarat region, own house, negotiable, EXCHANGE, private house, part by part, closed, Vanashen, Vanashen, TaytanTranslated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/14030686
House,Stone,140 sq.m.,1,4,1,,,Partial Renovation,,1400 sq.m.,Ararat › Nor Kharberd,"$70,000",USD,"A private house of 140 sq. M. Is for sale in the center of Nor Kharberd. It has a large 1400 m land, an orchard, gas, electricity and water.The area of the private house is suitable for building several different private houses. With a large yard, in which there are basements built to build a stone house.The house has several entrances.Very close to the main street, shops and schoolTranslated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/17929170
House,Stone,683 sq.m.,1,5,1,,,Cosmetic Renovation,,,Ararat › Masis,"$150,000",USD,"Residential house area 268.3 sq. M. M. , Greenhouse: 415.3 sq. M. M.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/18190416
House,Stone,530 sq.m.,2,8+,2,,,Partial Renovation,,1500 sq.m.,Ararat › Artashat,"$75,000",USD,"NEGOTIABLE. The house is located in the center of the village, the school, the kindergarten and the supermarket are very close. Two-storey stone house. The total house of 265 square meters is 530 square meters + the adjacent building is 40 square meters. There is a garage and a cellar on the 1st floor. Large area for celebrating, toilet, bathroom, kitchen, large living room, 3 bedrooms, on the 2nd floor, there is a large living room, kitchen, toilet, bathroom, 7 bedrooms. 2 steps up to the second floor, both inside and outside. It has the opportunity to build a building on the main road. The land intersects with a 5 meter front on the main road. There are also two large half-built greenhouses. The house is provided with gas, electricity, water, artesian water, three-phase electricity, each floor has its own gas, water and electricity. There is a separate building, 3 rooms, which is used as a storage room, an external toilet, a bathroom, etc. There is a museum. There is also a toilet in the yardTranslated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/17571432
House,Stone,110 sq.m.,1,3,1,,,Major Renovation,,1200 sq.m.,Ararat › Norabats,"$98,000",USD,"The house is located 2 km away from Yerevan, it is capitally renovated, it is for sale together with all the property and equipment, the refrigerator is new, air conditioner is installed, individual gas heating system, has a basement of about 60 sq. M., 2 semi-basement rooms. The land is 1200 sq. M. Completely close to the house, the location is on the corner on both sides of the road, 30 sq. M. Open balconyTranslated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/17937795
House,Stone,1600 sq.m.,1,7,2,,3 or more spots,Old Renovation,,,"Yerevan-Meghri highway, Ararat Province","$55,000",USD,"The house is located in Kanachut village, Ararat region, it is gasified, provided with water (hot) and electricity, has land, fruit trees, open and closed greenhouses, has a bath and toilet, has a heating system, has a basement and a tonrat, call for questions REAL buyers, the price is negotiable!Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/15786093
Townhouse,Stone,570 sq.m.,3,5,2,,,Major Renovation,,220 sq.m.,Ararat › Artashat,"$245,000",USD,"Atarbekyan street, built on a solid foundation, beautiful and bright.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/17479187
House,Stone,130 sq.m.,1,4,2,,,Euro Renovation,,460 sq.m.,Ararat › Artashat,"55,000,000 ֏",AMD,"Newly built apartment in the center of Artashat. The apartment has a basement floor, a floor floor and land.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/17947013
House,Stone,220 sq.m.,2,5,2,Not available,Not available,Old Renovation,,540 sq.m.,Ararat › Artashat,"$35,000",USD,The house needs renovationTranslated from Armenian,Nov-24-2022_23-41,,,https://list.am/en/item/16969024
House,Stone,142 sq.m.,2,4,1,,Not available,Cosmetic Renovation,,"380,000 sq.m.","19-րդ փողոց 40, Այնթապ","$47,000",USD,For more information callTranslated from Armenian,Nov-24-2022_23-41,,,https://list.am/en/item/17810082
House,Stone,100 sq.m.,1,4,1,,,Major Renovation,,420 sq.m.,Ararat › Ayntap,"$59,000",USD,"K-20912Վաճառվում է 1 հարկանի առանձնատուն Այնթապում։ Առանձնատունը կապիտալ վերանորոգված է։ Մուտքի դոըռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, պրեսգրանիտ։ Սանհանգույցը՝ համակցված, նորաոճ սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի ջեռուցման համակարգ, նկուղ, ավտոտնակ, այգի, պտղատու ծառեր, մշտական ջուր և գազ։ Հողի ճակատի երկարությունը՝ 22մ, տան ճակատը՝ 10մ։ Ազատ հողը՝ 220քմ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։1-storey house for sale in Ajntap. The rooms' quantity is 4. The house is newly renovated. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate and solid granite. The bathroom is combined and modern tiled, the electric wires and pipes are newly changed. It has a cellar, garage, heating system, garden, fruitful trees and is supplied with constant water and gas. The length of the forehead of the land is 22m, the length of the forehead of the house is 10m. The free land is 220sq. MThe commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-41,,,https://list.am/en/item/16752939
House,Stone,30 sq.m.,1,1,1,,,No Renovation,,700 sq.m.,"1-ին փողոց 117, Նոր Խարբերդ","$20,000",USD,"1-storey house for sale in Nor Kharberd, 4th street, 34/135 house, there is permanent drinking water, electricity, irrigation water, fruit trees.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/17917129
House,Stone,220 sq.m.,2,2,3+,,,Designer Renovation,,420 sq.m.,"2-րդ փողոց 43, Մասիս","$150,000",USD,"Newly built two-storey private house with property for sale; In Masis 4th district, there is a big yard, a barbecue, a cellar, a green area, artisanal water, there are all the communal facilities, for details call and visit our office;Code 23077777Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/17883721
House,Stone,120 sq.m.,1,3,1,Available,1 spot,Euro Renovation,,1000 sq.m.,"Արտաշատյան խճուղի 1/1, Մխչյան","$60,000",USD,The price is negotiable. A private house in Mkhchyan village is for urgent sale. The surface of the house is 120 square meters. And the land area is 1000 square meters. The house has 1 living room. 2 bedrooms and a large kitchen. There is a three-phase current. Artisan. 3. A functioning greenhouse. 1 piece is small. The land is full of various fruitful trees. The house is built on a high foundation. The entire surface of the house is a basement. There is a 5-ton shelter in one part of the river. The roof is repaired with tin sheets. The windows are European. The house is renovated and furnished.Translated from Armenian,Nov-24-2022_23-41,,,https://list.am/en/item/18307612
House,Stone,1210 sq.m.,3,7,3+,,,Major Renovation,,,Ararat › Argavand,"$1,200,000",USD,"Address: ArgavandArea:Land: 1210 square metersResidential: 3200 square metersRoom: 7Number of floors: 3A capitally renovated private house with its operating workshop is for sale near Argavand, near Zvartnots airport.The house is special with its luxurious renovation, elegant furnishing,He has a wonderful book on art, which makes the house even brighter.The house has wooden stairs inside,Spacious living room.Kitchen.Bedrooms:Open balcony with a beautiful view of the street.Equipped with all utilities. It is heated with individual heating system, air conditioners are installed.Has a separate parking lot with remote controlled gatesWorkshop:Completely stained glass.First line.With separate entranceIt is provided with powerful three-phase electricity.The workshop has a high yield, in its turn is provided with the latest machine tools, the latest equipment. With the best settings of the latest generation.Sale: 1,200,000 USDCode AH-T289:Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/15096538
House,Stone,180 sq.m.,2,4,1,Not available,1 spot,Partial Renovation,,3870 sq.m.,"Ակսել Բակունցի փողոց 1, Սայաթ-Նովա","$40,000",USD,"The house is located on the village road, / 180 sq. M. House, adjacent 3700 sq. M. Land / is provided with communal facilities, there is a 60 sq. M. Barn next to it, there are fruit trees in the land, it is provided with permanent irrigation water. House and The land is fenced.If you have any questions, call / 93 code / 23-45-76.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/16675728
House,Stone,160 sq.m.,2,5,2,Available,Not available,Cosmetic Renovation,,800 sq.m.,"Արամի փողոցի 6-րդ փակուղի 19, Ղուկասավան","$65,000",USD,"A two-storey private house is for sale, 3 km away from Yerevan, in Ghukasavan village. It has been cosmetically renovated. It has a land of 1000 square meters with fruit trees.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/17191913
House,Stone,280 sq.m.,2,8+,1,Available,2 spots,Partial Renovation,,180 sq.m.,"8-րդ փողոց 4/1, Այնթապ","$175,000",USD,"A residential house for sale with its plot on the central highway of Aintap, the house is suitable for both residential and business purposes, being on the central highway (it has 30 meters of frontage) it can serve (shop, car service) and other purposes. Service available for real buyersTranslated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/18277504
House,Stone,78 sq.m.,1,3,1,Not available,Not available,Cosmetic Renovation,,1100 sq.m.,"Zoravar Andranik street, Zorak","11,500,000 ֏",AMD,"URGENTLY FOR SALE private house with adjacent land. Distance from Yerevan - 15 km, near the town of Masis. Transportation city (bus number 54, from Avan-Arinj) and intercity (route number 122, from YYPP station) Stone building with basalt base, 1․5 floor. Irrigation water. Opportunity to pass gas quickly. Call for more details.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/16188524
House,Bricks,96 sq.m.,2,4,1,Available,2 spots,Old Renovation,,1200 sq.m.,Ararat › Artashat,"12,000,000 ֏",AMD,"Private house for sale in Artashat Aghayan 9. The basement is made of stone, the front of the house is 12 meters. The front of the garage is 7 meters, on which there is a great opportunity to build a second floor. The plot is 1200 meters, different types of trees, a vineyard.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/15997621
House,Stone,164 sq.m.,1,3,1,By agreement,Not available,Partial Renovation,,116 sq.m.,Ararat › Nor Kharberd,"$40,500",USD,"Private house for sale in New Harput, the house is privatized, has permanent water, 57 stops 100 meters away, with kitchen property. For details, I will call the real buyer.UrgentTranslated from Armenian",Nov-25-2022_00-17,,,https://list.am/en/item/16348165
