Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Service Lines,Facilities,Appliances,Links
House,Stone,1500 sq.m.,1,3,1,Not available,2 spots,No Renovation,1350 sq.m.,Kotayk › Arzni,"$48,000",USD,"Վաճառվում է 1500մ հարտ մակերեսով տնաներձ հողատարածք Արզնիում. Ունի 140մ մոնոլիտ նկուղ (պատերի բարձրությունը 2.6մ, լայնությունը 0,5 մ), երու կողմից առկա է քարե պարիսպ. Ճանապարը ասվալտապատ է, գազը, ջուրը, լույսը, կոյուղին բոլորը անմիջապես հողի մոտեն. Տեսարանը ցեղեցիկ է, Երևանի կենտրոնից 18կմ - է. Առկա է նաև այլ հողատարածք.Продаётся приусадебный земельный участок (1500м, рядом два участка) на котором имеется подвальное помещение площадью 140м в посёлке Арзни. Земля ровная и плодородия, с двух сторон имеется каменный забор, обзор красивый, дорога заасвальтирована. Вода, канализация, газ, свет все находится в непосрественной близости. До центра Еревана около 18км.",Nov-24-2022_23-10,,,,https://list.am/en/item/16172024
House,Stone,210 sq.m.,2,5,3+,,,Designer Renovation,530 sq.m.,Kotayk › Arinj,"$249,000",USD,"----The house is renovated in designer style----It has 3 floors, 2 of which are residential----Code A071Translated from Armenian",Nov-24-2022_23-10,,,,https://list.am/en/item/18344663
Country House,Stone,2040 sq.m.,2,5,2,,,Old Renovation,190 sq.m.,Kotayk › Nor Geghi,"$100,000",USD,"A private house is for sale in Nor Geghi, there is a two-storey half-built private house next to the house. Call the Russian number with Viber or Votsap.AnahitTranslated from Armenian",Nov-24-2022_23-10,,,,https://list.am/en/item/16643831
House,Monolith,3096 sq.m.,2,5,2,Available,3 or more spots,Designer Renovation,3096 sq.m.,"6th Street, Nor Gyugh","$650,000",USD,Beautiful Mansion in Abovyan Nor Gyugh Land 3096 sq. M. Residential house 296 sq. M. Garage 97 sq. M. Auxiliary building 5 sq. M. Swimming pool 31 sq. M. Fence 140 sq. M. Chat 44 sq. M. For Sale with Property Gift 4000 sq. M.Translated from Armenian,Nov-24-2022_23-10,,,,https://list.am/en/item/16821060
House,Stone,200 sq.m.,2,6,3+,By agreement,2 spots,Partial Renovation,560 sq.m.,"7-րդ միկրոշրջան 1, Աբովյան","$130,000",USD,"A two-story private house in Abovyan city is urgently for saleThe house is half-built, only 2 floors are ready.The ceiling height is 3.5 mIt has an attic structure that can be renovated into a roomThe house has a basement of 75 square meters, the height is 4.5 mIt has a garden, a garage of 14x6 square metersFor more information, call the indicated phone numbers.NEGOTIABLETranslated from Armenian",Nov-24-2022_23-10,"ELectricity, water supply, natural gas, sewerage",,,https://list.am/en/item/18302975
House,Monolith,131 sq.m.,3,5,2,,,No Renovation,650 sq.m.,Kotayk › Getargel,"$110,000",USD,For sale with land.UrgentThe building is newly constructed2 hsrg is 131.5 square meters + 60.5 square metersTranslated from Armenian,Nov-24-2022_23-10,,,,https://list.am/en/item/18066475
House,Stone,200 sq.m.,3,4,3+,,,Euro Renovation,500 sq.m.,"9-րդ փողոց 22, Գետամեջ համայնք","26,000,000 ֏",AMD,"ՇՏԱՊ վաճառվում է առանձնատուն Պտղնիում (Կոտայքի մարզի գյուղԳետամեջ, 9-րդ փողոց) ՝ Երևանից 12կմ։ Երեք հարկանի քարե կապիտալ շինություն: Ընդհանուր մակերեսը 200,7 քառ. Մետր:Գազաֆիկացված է: Առկա է մշտական խմելու և ոռոգման ջուր։ Յուրաքանչյուր հարկում կա մեծ, հարմար ու դեպի հողը նայող գեղեցիկ տեսարանով պատշգամբ։Ունի մի քանի տաղավար, որից մեկը օգտագործվում է որպես ավտոտնակ։ Առկա է ոչ մեծ լողավազան, թոնիր և խորովածանոց։Հողը 500 քառ. Մետր. , բազում խնամված պտղատու ծառերով և առատ բերքով, ոռոգման ջրով։Վաճառքը իրականացվում է կահույքով, տեխնիկայով և մասամբ հողագործական գործիքներով։Կա գործող տրանսպորտ Երևանից։ Ճանապարհները լավ վիճակում են։Հողերը հոսացող չեն, թերություններ չկան։ Տունն ունի անխտիր բոլոր հարմարությունները։СРОЧНО продается частный дом в Птгни (с. Гетамедж, Котайкская область, 9-я улица), 12 км от Еревана. Трехэтажное каменное капитальное здание. Общая площадь составляет 200,7 квадратных метров. Метры:Он газифицирован. Имеется постоянная питьевая и поливная вода. На каждом этаже есть большой, удобный балкон с прекрасным видом на землю.Он имеет несколько павильонов, один из которых используется в качестве гаража. Есть небольшой бассейн, тонир и шашлык.Земля 500 кв. М. Метр. , с множеством ухоженных фруктовых деревьев и обильный урожай, поливная вода.Продажа осуществляется с мебелью, техникой, частично с/х орудиями.Есть действующий транспорт из Еревана. Дороги в хорошем состоянии.Земли не текут, недостатков нет. В доме есть все удобства.Translated from Armenian",Nov-24-2022_23-10,,,,https://list.am/en/item/17703264
House,Stone,134 sq.m.,1,4,1,Not available,Not available,Cosmetic Renovation,1140 sq.m.,"Baghramyan street, Garni","$60,000",USD,"Realty Consult ID` G 2187Վաճառվում է առանձնատունԿոտայքի մարզ, գ. Գառնի, Բաղրամյան փողոցՀողամասը՝ 1139.47 քմԲնակելի շինություն 133.77 քմ, 1 հարկ, քարե, առաստաղ՝ 3.0 մԳԻՆԸ՝ 60.000 $Հնարավոր է նաև փոխանակում բնակարանի հետ՝ Երևանում կամ ավտոմեքենայի՝ 15.000 $ և ավելի արժողությամբ + հավելավճարAԱռանձնատունը ներառում է թվով 8 օժանդակ շինություններ ընդհանուր 88.25 քմ՝ սանհանգույց, մառան, խորդանոց, հացատուն և այլն, որից 24.24 քմ ինքնակամ անասնաշենք և ցախանոցԱռանձնատունը համալրված է հետևյալ կոմունիկացիաներով և համակարգերով՝ ջուր, կոյուղի, էլեկտրականություն և գազՀողամասը հարթ է, տարածքում առկա է պտղատու այգիՇինությունը գտնվում են բավարար տեխնիկական վիճակում և ենթակա են շահագործմանԱռանձնատան ներքին հարդարանքը գտնվում է բավարար վիճակում, մասնակի վերանորոգված է, հիմնական հատվածը ենթակա է նորոգման_Realty Consult ID` G 2187Продается жилой домКотайкская область, село Гарни, ул. БаграмянаЗемельный участок 1139.47 кв. МЖилая площадь 133.77 кв. М, 1 этаж, каменный, высота потока 3.0 мЦЕНА: 60.000 $Возможен обмен на квартиру в Ереване или машину стоимостью 15000 $ + доплатаДополнительные строения 8 общей площадью 88.25 кв. М включают: Ванная, кладовая, кладовая, пекарня и др. , из которых 24.24 кв. М незаконноеДом подключен к необходимым коммуникациям: Вода, газ, электричество и канализацияЗемельный участок ровный, имеется плодовый садТехническое состояние строения хорошее, пригодное для эксплуатацииДом частично отремонтирован, внутренняя отделка пригодна к эксплуатации, основной части дома требуется ремонт_Realty Consult ID` G 2187Sale a houseKotayk region, Garni village, Baghramyan streetArea lot 1139.47 sq. MStone residential building 133.77 sq. M 1 floor, ceiling 3.0 mPrice 60.000 $The house has 8 extra constructions overall 88.25 sq. M, bathroom, pantry, bakery, etc. , of which 24.24 sq. M is illegalThe house has the all communications` Water, sewer, gaz and electricityThe area is flat, fenced and well-improvedThe building is in a good condition and it is ready to exploitationThe interior of the house is some renovated, the main part needs remodeling",Nov-24-2022_23-10,,,,https://list.am/en/item/17938674
House,Stone,502 sq.m.,2,4,2,,1 spot,No Renovation,1598 sq.m.,Kotayk › Garni,"$200,000",USD,"Realty Consult ID` E 2203Վաճառվում է կիսակառույց առանձնատունԿոտայքի մարզ, գ. Գառնի, Զ. Անդրանիկի փողոցՀողամասը՝ 1598 քմԲնակելի շինություն 502 քմ, 2 հարկ + նկուղ, քարեԳԻՆԸ՝ 200 000 $Առանձնատունը ներառում է թվով 4 օժանդակ շինություն ընդհանուր 132 քմԱռանձնատունը համալրված է հետևյալ կոմունիկացիաներով և համակարգերով՝ ջուր, կոյուղի, էլեկտրականություն և գազՀողամասը հարթ է, պարսպապատ և բարեկարգված: Տարածքում առկա է պտղատու այգի, լողավազանՇինությունը գտնվում են բավարար տեխնիկական վիճակում և ենթակա են շահագործման:Առանձնատան ներքին հարդարանքը բացակայում է:_Realty Consult ID` E 2203Продается жилой дом. Котайк, с. Гарни, улица АндраникиЗемельный участок 1598 кв. МЖилая площадь 502 кв. М, 2 этаж + подвал, каменныйЦЕНА: 200 000 $Дополнительные строения 4 общей площадью 132 кв. МДом подключен к необходимым коммуникациям: Вода, газ, электричество и канализацияЗемельный участок ровный, огражден и благоустроенТехническое состояние строения удовлетворительное, пригодное для эксплуатации.Внутренняя отделка не сохранена, требуется капитальный ремонт._Realty Consult ID` E 2203Sale a houseKotayq, Garni, Andraniki streetArea lot 1598 sq. MStone residential building 502 sq. M, 2 floors + cellarPrice 200 000 $The house has 4 extra constructions overall 132 sq. MThe house has the all communications` Water, sewer, gaz and electricityThe area is flat, fenced and well-improvedThe building is in a satisfactory technical condition and It is ready to exploitation.There is no interior.",Nov-24-2022_23-10,,,,https://list.am/en/item/18080087
House,Stone,400 sq.m.,3,8+,3+,Available,Not available,Major Renovation,1600 sq.m.,Kotayk › Arzni,"$250,000",USD,"A LUXURIOUS 3-storey detached house is urgently for sale in Arzni um, near the main road.The renovation was done with expensive Construction MaterialsThe building is newly constructed.Each floor is 120 sq. M.The 2nd and 3rd floors are completely renovated.The 1st floor is a semi-basement.1600 square meters of fenced landHas constant gas, water, electricity.The kitchen furniture is completely new Spanish production.The bathrooms are tiled with European-made tiles.Fireplace in the living roomThe bedrooms are partially furnished, one of which is a Master Bed with a bathroom.There are a high-quality security system (cameras, motion sensors, etc.), a summer kitchenThe swimming pool is 5x8 meters in size, and the depth is 1.5 meters.There are more than 15 different fruit trees.Asphalt roadNegotiable...ALL THE NECESSARY INFRASTRUCTURE IS AVAILABLE. URGENT! Special note! Call only those buyers who want to buy an apartment through an agency...Translated from Armenian",Nov-24-2022_23-10,,,,https://list.am/en/item/17136056
