Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Amenities,Appliances,Elevator,Parking,Room Area,Balcony,Floor,Links
Country House,Stone,96 sq.m.,1,4,2,Available,3 or more spots,Major Renovation,650 sq.m.,8+,Yes,Yes,By Agreement,By Agreement,"Улица Камо 217, Дилижан","60,000 ֏ daily",AMD,"Q. Dilijan Kamo street# Holiday house for daily rent in DilijanDesigned for up to 16 people, with accommodation per night. The house is given in full. Includes: • internet (Wi-Fi) • TV • sound system • lighting system for one-off events • • bed linen and towels • kitchen, kitchen appliances, kitchen utensils • heating • parking • security system • well-maintained green yard • barbecue, necessary accessories, • pavilion • waterfalls •.Arrival from 14.00, departure until 11.00. Modern style holiday home. -1 bedroom: 1 large double bed, bathtub, 2nd bedroom: 1 large double bed, -living room: 1 oversized sofa bed, living room: 2 -1 sofa bed.The whole house costs 60,000 drams#dilijan # դիլիջան #tundilijanum #hangstyantun:# House for daily rent in DilijanTranslated from Armenian",Nov-24-2022_23-01,,,,,,,,https://list.am/en/item/15460929
House,Stone,1000 sq.m.,3,7,3+,Available,2 spots,Major Renovation,,8+,Yes,No,Included,By Agreement,Tavush › Dilijan,"110,000 ֏ daily",AMD,Սեփական տունն ունի 5 ննջարան. Իդելական վերանորոգում: Այն կարող է տեղավորել մինչև 20 անձ:Գինն անձեր քանակի հետ կապված փոփոխական է. Բայց գործում է զեղչային ճկուն համակարգ:Ունի հարմարավետ հացատուն բակում:Կոդ LD027,Nov-24-2022_23-01,,,,,,,,https://list.am/en/item/13861519
House,Stone,200 sq.m.,2,3,1,,2 spots,Major Renovation,,8+,Yes,No,Not included,By Agreement,Tavush › Dilijan,"35,000 ֏ daily",AMD,The house is provided with all the communal and household amenities.Code LD038Translated from Armenian,Nov-24-2022_23-01,,,,,,,,https://list.am/en/item/14674482
House,Stone,250 sq.m.,2,3,2,,,Major Renovation,,6,Yes,No,Not included,By Agreement,"1-ին փողոցի 1-ին նրբանցք 1, Ենոքավան","75,000 ֏ daily",AMD,"For rent, a two-story private house with a swimming pool. Utility with all amenities. Permanent gas and water. (wifi)On the first floor there is a bathroom, kitchen, living room. On the second floor there are 3 bedrooms with their own facilities, a bathroom and an open balcony. The mansion has an outdoor pavilion, swimming pool, barbecue and garage.‼️The house is rented for a period of no less than three days. ‼️‼️IT IS ALSO GIVEN FOR A LONG TERM‼️Address: Tavush Marz, ENOKAVAN village.Translated from Armenian",Nov-24-2022_23-01,,,,,,,,https://list.am/en/item/17170458
Country House,Wooden,70 sq.m.,2,2,1,Available,Not available,Designer Renovation,,4,Yes,No,By Agreement,By Agreement,Tavush › Dilijan,"60,000 ֏ daily",AMD,"The summer house is designed for up to 6 people.It has 2 bedrooms, a bathroom and a kitchen, which is equipped with modern appliances. There is a modern wooden fireplace.For more information, write a personal letter or call the mentioned phone numbers.The cost depends on the individualCode 8183Translated from Armenian",Nov-24-2022_23-01,,,,,,,,https://list.am/en/item/17347927
House,Stone,1000 sq.m.,2,5,3+,Available,Not available,Designer Renovation,,8+,Yes,No,By Agreement,By Agreement,Tavush › Dilijan,"130,000 ֏ daily",AMD,"Luxury Villa Dilijanum:Spend your perfect vacation in DilijanLuxurious house for daily rent with a wonderful viewRent / daily or long-term /The house has all the communal facilities:• spacious living room• kitchen / refrigerator, washing machine /• 4 bathrooms and shower room,• 4 spacious bedrooms• Spacious balcony• heating system, constant hot: Cold water• Internet / Wi-Fi /• Cable TV• pavilion, barbecue,• Large parking lotThe house is suitable for up to 12-16 people to spend the weekend.One day rent costs 150,000 AMD.In case of long-term lease, the price is negotiable.To make a reservation and For more information call the indicated phone number.Description:• 1) 4 bedrooms with double size • beds (3x180x200, 1x200x200) + bed linen• 2) 1 extra bed (armchair bed) + bed linen• 3) 3 bathrooms with pavilion and sink + towels• 4) Bathrooms (hygienic shower) and sink• 5) Fully equipped kitchen with first-class modern appliances (Bosch) - dishwasher, gas / electric stove, stove, extractor fireplace, refrigerator with separate refrigerator, table for 8 people, best quality kitchen utensils (juicer, kettle, shaker), dishes• 6) Living room: Sofa, TV, table for 12-16 people• 7) Large balcony with fantastic views (table / 4 chairs)• 8) Room for laundry and ironing;Washing machine (Bosch)• 9.) Fireplace in the living room: Large tables• 10) Mattress is provided• 11) ParkingOravardz /// Hangsti goti.Villa /// Dilijan //// shqex.Amaranoc /// Dilijan.Shqex Villa /// dilijan. Guesthouse /// Dilijan.Translated from Armenian",Nov-24-2022_23-01,,,,,,,,https://list.am/en/item/14551610
Country House,Stone,340 sq.m.,2,7,3+,Available,3 or more spots,Major Renovation,680 sq.m.,8+,Yes,No,Not included,By Agreement,"Շահումյան փողոց 13, Դիլիջան","100,000 ֏ daily",AMD,"MilSar Guest House:A two-storey newly opened Mi private house is for daily rent in Dilijan. The private house is located 2 km away from the city center. It is fully renovated in accordance with the latest European standards, the interior has a unique design. The area of the private house is green, there is a luxurious pavilion with all its amenities in the yard, there is also a security system in the area. Suitable for family and friendly gatherings.On the ground floor there are two bedrooms, a living room, a kitchen, a bathroom.On the second floor there are three bedrooms, a living room, a kitchen, two bathrooms.Both floors have a balcony with a beautiful view. The summer house has parking for four cars.Taxes have separate entrances hi and are given separately. If you are going to live only on the first I floor, the cost for one day is 100,000 AMD, in case of the second floor the daily rent is also 100,000 AMD. If you wish, you can rent the whole house for 200,000 AMD (one day)Check in - 14:00 - 22:00Check out - 11:00Translated from Armenian",Nov-24-2022_23-01,,,,,,,,https://list.am/en/item/16210632
House,Stone,100 sq.m.,2,3,1,,,Designer Renovation,5000 sq.m.,,,,,,Tavush › Dilijan,"25,000 ֏ daily",AMD,"House for daily rent, guest house in Dilijan with all communal facilities. Designed for up to 7 people. There is a pavilion for 20 people in the yard. Summer kitchen. A stream + pavilion flows through the garden on the bank of the river. Kitchen and bath accessories, parking, barbecue bottles, wf, smart TV are provided. It is heated by bax system, heated floor.Translated from Armenian",Nov-24-2022_23-01,,,,,,,,https://list.am/en/item/16323136
House,Stone,132 sq.m.,1,6,1,,3 or more spots,Major Renovation,,8+,Yes,Yes,Included,By Agreement,Tavush › Dilijan,"35,000 ֏ daily",AMD,"1. Առանձնատունը գտնվում է Լեռնային Հայաստան հանգստյան տան հարևանությամբ բնության գրկում: ՈՒնի կոմունալ բոլոր հարմարությունները լիարժեք ընտանեկան հանգստի համար՝ ընդարձակ բակ, լողավազան, տաղավարներ: Տունը բաղկացած է 5 ննջասենյակներից; 1 հյուրասենյակ, 2 պատշգամբ: Ցանկության դեպքում տրամադրվում է սնունդ հավելյալ վճարի դիմաց: Մանրամասն հարցերի համար զանգահարել:2.Частный дом расположен на лоне природы рядом с домом отдыха Горная Армения. В нем есть все коммунальные удобства для полноценного семейного отдыха: Просторный двор, бассейн, беседки. Дом состоит из 5 спален, 1 гостиной, 2 балконов. Дополнительное питание предоставляется за дополнительную плату. Звоните для подробных вопросов.",Nov-24-2022_23-01,,,,,,,,https://list.am/en/item/16402568
House,Stone,35 sq.m.,1,2,1,,3 or more spots,Cosmetic Renovation,,5,Yes,No,Included,By Agreement,Tavush › Dilijan,"15,000 ֏ daily",AMD,"1.Քոթեջը գտնվում է հիասքանչ բնության գրկում՝ Լեռնային Հայաստան հանգստյան տան հարևանությամբ: ՈՒնի կոմունալ բոլոր հարմարությունները լիարժեք ընտանեկան հանգստի համար, ընդարձակ բակ, լողավազան, տաղավարներ: Ցանկության դեպքում տրվում է սննունդ՝ հավելյալ գումարի վճարումով:2. Коттедж расположен на фоне красивой природы, рядом с домом отдыха Горная Армения. Здесь есть все коммунальные удобства для полноценного семейного отдыха, просторный двор, бассейн, беседки, при желании питание предоставляется за дополнительную плату.3, The cottage is located in the lap of beautiful nature, It has all the communal facilities for a full family vacation, a spacious yard, a swimming pool, pavilions. If desired, food is provided for an additional fee.",Nov-24-2022_23-01,,,,,,,,https://list.am/en/item/16313322
House,Stone,30 sq.m.,4+,2,1,Available,Not available,Designer Renovation,,2,Yes,No,Included,Without prepayment,"Շահումյան փողոց 13, Դիլիջան","10,000 ֏ daily",AMD,"Newly renovated, cleanApartments, in the center of Dilijan, on Yeghevniner street, new and with all necessary accessories, for 2 people, available from all hotelsand vacation homes, just for families. It is given for at least 2 days, also social. It is not given in packages, for 1 day,Call with the viber numberTranslated from Armenian",Nov-24-2022_23-01,,,,,,,,https://list.am/en/item/14135151
Country House,Stone,85 sq.m.,2,4,1,Available,1 spot,Designer Renovation,350 sq.m.,6,Yes,Yes,By Agreement,Without prepayment,"Myasnikyan street, Dilijan station","50,000 ֏ daily",AMD,"A private house in Dilijan is for daily rent. The house has 3 bedrooms, constant hot and cold water, gas, refrigerator, all necessary accessories. The price of a private house per day - 50,000 Dr.In case of 5 days, it will become 40,000 dr. Intended for 6-7 people. With its own yard and garden...Check in - 14:00Check out - 12:00Translated from Armenian",Nov-24-2022_23-01,,,,,,,,https://list.am/en/item/16596284
House,Stone,110 sq.m.,1,2,1,,,Major Renovation,1300 sq.m.,4,Yes,Yes,By Agreement,2 months,"Թումանյան փողոց 9, Դիլիջան","15,000 ֏ daily",AMD,"Own house for rent in Dilijan.The house is equipped with all utilities. It has 1 bedroom, living room, kitchen, bathroom, balcony (with a beautiful view of nature), large private yard, free WI-FI. In winter, the house is heated using a Baxi heating boiler. Call for reservations and questions.ONLY REAL INTERESTERS CALL.Translated from Armenian",Nov-24-2022_23-01,,,,,,,,https://list.am/en/item/18077629
Townhouse,Stone,300 sq.m.,2,5,2,Available,2 spots,Major Renovation,,8+,Yes,Yes,Included,By Agreement,Tavush › Dilijan,"65,000 ֏ daily",AMD,"It is provided with all the household and communal amenities, on the first floor of the house there is a sauna and an indoor swimming pool.Translated from Armenian",Nov-24-2022_23-01,,,,,,,,https://list.am/en/item/15085557
Townhouse,Stone,150 sq.m.,2,3,2,Available,2 spots,Major Renovation,250 sq.m.,8+,Yes,Yes,Included,By Agreement,Tavush › Dilijan,"80,000 ֏ daily",AMD,The house is provided with all household and communal amenities.Translated from Armenian,Nov-24-2022_23-01,,,,,,,,https://list.am/en/item/14612520
House,Stone,100 sq.m.,2,3,1,,,Euro Renovation,900 sq.m.,,,,,,"Kalinini street, Dilijan station","30,000 ֏ daily",AMD,"Guest house GOR guest house is designed for 7-8 people, air-conditioned, communal, all facilities, unlimited internet, beautiful garden, pavilion, barbecue, swing, hammock, call for detailsTranslated from Armenian",Nov-24-2022_23-01,,,,,,,,https://list.am/en/item/18055052
House,Stone,100 sq.m.,2,3,2,,,Major Renovation,300 sq.m.,,,,,,Tavush › Dilijan,"35,000 ֏ daily",AMD,The house is provided with all the communal and household amenities.Code LD058Translated from Armenian,Nov-24-2022_23-01,,,,,,,,https://list.am/en/item/17811375
House,Stone,100 sq.m.,2,3,1,,,Major Renovation,,,,,,,Tavush › Dilijan,"35,000 ֏ daily",AMD,It is provided with all communal and household amenitiesCode LD020Translated from Armenian,Nov-24-2022_23-01,,,,,,,,https://list.am/en/item/14020657
House,Stone,100 sq.m.,1,4,2,,,Major Renovation,600 sq.m.,6,Yes,No,Included,By Agreement,Tavush › Dilijan,"35,000 ֏ daily",AMD,"House for daily rent in DilijanPrivate cottageThe first floor of a newly built private house is available for daily rent.3 bedrooms2 bathrooms1 living room1 kitchen, kitchen appliancesStall barbecue skewerSpacious yardFree parkingFree WIFISmart tv, more than 100 channelsThe mansion is surrounded by a beautiful forest, from which the guest house is separated by an even more beautiful river.Designed for up to 6 people.Check in at 14:00Check out before 12:00If you stay until the evening, one more day's fee is calculated.Translated from Armenian",Nov-24-2022_23-01,,,,,,,,https://list.am/en/item/18221277
House,Stone,60 sq.m.,2,3,1,,1 spot,Major Renovation,,6,Yes,No,By Agreement,By Agreement,"Orjonikidze Street, Dilijan station","4,000 ֏ daily",AMD,"The second floor of a two-story house is for daily rent in Dilijan, it is renovated, there is property necessary for living, equipment, it has a beautiful yard and a pavilion (the pavilion can be provided separately, for an hourly fee) The cost is 4000 AMD per person per day.Translated from Armenian",Nov-24-2022_23-01,,,,,,,,https://list.am/en/item/16174742
House,Stone,300 sq.m.,2,4,2,,,Major Renovation,,,,,,,Tavush › Dilijan,"65,000 ֏ daily",AMD,The house is provided with all communal and household amenities.Code LD0026Translated from Armenian,Nov-24-2022_23-01,,,,,,,,https://list.am/en/item/14849283
