Type,Construction Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Address,Price,Currency,Description,Datetime,Parking,Links
Multifunctional Space,Stone,80 sq.m.,,,,,"Azatutyan Avenue, Yerevan","$85,000",USD,"Stalin building, high ceilings, first floor, has the opportunity to open the entrance from the street.Code 0587Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/15518422
Office Space,Stone,240 sq.m.,Not available,Not available,Second Line,Separate from the Courtyard,"Saryan Street, Yerevan","$600,000",USD,"Սարյան փողոց 2-րդ գիծՎաճառվում է հասարակական նշանակության տարածքունի եռաֆազ հոսանք, տաք և սառը ջուր, գազ,3 հարկ + նկուղ և հարթ տանիքTranslated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/16382456
Retail Space,Stone,240 sq.m.,Not available,Not available,Second Line,Separate from the Street,"Byron street, Yerevan","$460,000",USD,Commercial area for saleClose to the Opera HouseTranslated from Armenian,Nov-24-2022_21-54,,https://list.am/en/item/16393212
Office Space,Stone,862 sq.m.,Not available,Available,Second Line,Separate from the Street,"Sayat Nova avenue, Yerevan","$2,600,000",USD,"4-storey private house is for saleResidential 862 sq. M. The land area is 510 square meters.Renovated16 bedrooms, 16 bathrooms6 living rooms,6 kitchensopen balconiesThe area is fenced.Individual heating systemAn elevator is installedhas a parking lotTranslated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/16399612
Retail Space,Monolith,321 sq.m.,Not available,Not available,First Line,Separate from the Street,Yerevan › Arabkir,"$750,000",USD,An area is for sale on the 1st-2nd floor of a new building with a separate entrancekitchen2 BathroomsTranslated from Armenian,Nov-24-2022_21-54,,https://list.am/en/item/16575924
Office Space,Monolith,45 sq.m.,Not available,Not available,Second Line,Common from the Street,"Nairi Zaryan street, Yerevan","$80,000",USD,"45 square meters area is for sale on the business floor of a new buildingThe picture is for exampleThe area is renovated, long-term leasedTranslated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/16602240
Office Space,Monolith,2500 sq.m.,Not available,Available,Second Line,Common from the Courtyard,Yerevan › Arabkir,"$3,000,000",USD,The area is located on 1-4 floors of a 14-storey new building. From zero conditionIt has an entrance from the first floor and from the entrance1st floor 380 sq. M.2nd floor 460 sq. M.3rd floor 930 sq. M.4th floor 740 sq. M.Translated from Armenian,Nov-24-2022_21-54,,https://list.am/en/item/16346174
Office Space,Stone,81 sq.m.,Not available,Not available,Second Line,Common from the Courtyard,"Parpetsi Street, Yerevan","$300,000",USD,"Վաճառվում է 3 սենյականոց բնակարան 81 քմ մակերեսով,Հարմար է թե բնակության, թե կոմերցիոն բնույթի գործունեության համարՔարե շենքԲարձր 1-ին հարկ5/1 հարկկրող պատեր չկան",Nov-24-2022_21-54,,https://list.am/en/item/15775230
Office Space,Stone,202 sq.m.,Not available,Not available,First Line,Separate from the Street,Yerevan › Arabkir,"$275,000",USD,"3rd floor: 170 sq. M., basement floor - 30 sq. M.3 bathroomsHambardzumyan street1st linebuilding with separate showcasesTranslated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/16209927
Office Space,Monolith,307 sq.m.,Not available,Available,Second Line,Common from the Courtyard,Yerevan › Arabkir,"$430,000",USD,15/15 floornew buildingCode 16013973Translated from Armenian,Nov-24-2022_21-54,,https://list.am/en/item/16013973
Office Space,Stone,3880 sq.m.,Not available,Not available,First Line,Separate from the Street,"Garegin Nzhdeh Street, Yerevan","$1,400",USD,"C. On Nzhdehi street, directly on the first line, a 7-storey building with office spaces is for sale. The total area is 3880.1 square meters. The building has been fully renovated. All rooms have air conditioners. The facade part has stained glass windows.Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/16090603
Industrial and Manufacturing,Stone,1000 sq.m.,Not available,Not available,Second Line,Separate from the Courtyard,"Taronts street, Yerevan","$270,000",USD,"Production area: 880 square meters,Land: 1000-1100 square metersThere is a Metro station nearby-----$270,000, cadastral values are paid• The immovable property is equipped with the following engineering networks and communications: Water, sewage, electricity (three-phase)• The land is flat, fenced, asphalted and landscaped, there is a quality metal gate at the entrance.The building is in good condition and is subject to operation.A sale of a larger area may be considered if desiredTranslated from Armenian",Nov-24-2022_21-54,OUtdoor parking,https://list.am/en/item/16274453
Office Space,Monolith,23 sq.m.,Not available,Not available,First Line,Common from the Street,"Sayat Nova avenue, Yerevan","$70,000",USD,"Fully renovated, 1 room, showcasesOffice or commercial spaceTranslated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/14192824
Multifunctional Space,Stone,152 sq.m.,Not available,Not available,First Line,Separate from the Street,"Mkhitar Heratsi Street, Yerevan","$380,000",USD,"Multifunctional property, suitable for commercial and office activitiesIt has 4 halls, 2 bathrooms, 2 entrances, which allows dividing the area into 2 equal parts.ԵՒ use separatelyIt is capitally renovated, has big showcasesHeating system, air conditionersTranslated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/17102308
Office Space,Monolith,68 sq.m.,Not available,Not available,Second Line,Separate from the Courtyard,"Tsitsernakaberd Highway, Yerevan","$300,000",USD,"The Office or Commercial area near Dalma has 2 entrances,can serve as two separate areasIt is fully renovated, each has its own bathroom ային kitchen partTranslated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/14986608
Office Space,Monolith,190 sq.m.,Available,Not available,Second Line,Separate from the Courtyard,"Komitas Avenue, Yerevan","$440,000",USD,"Office space in Komitas, 2nd line, near the bus stopNewly renovated, heating system200 sq. M. Separate landon each floor (3) bathrooms, 5 rooms, kitchen part-receptionThere is a possibility to park cars in frontTranslated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/17571564
Office Space,Monolith,86 sq.m.,Not available,Available,Second Line,Common from the Courtyard,"Tigran Petrosyan street, Yerevan","$89,500",USD,"Office space in a new building / the building is inhabited /It has 3 rooms, a kitchen, 2 bathrooms, an open balconyIt is capitally renovated, has an open balcony of 1 sq. M.-500,000 AMDTranslated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/17242031
Office Space,Stone,102 sq.m.,Not available,Not available,First Line,Separate from the Street,"Khanjyan Street, Yerevan","$360,000",USD,"Office or commercial space on Khanjyan Street, 1st lineseparate entrance from the street, also has a window from the streetmost walls can be modifiedIt has a heating systemTranslated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/16937048
Office Space,Monolith,200 sq.m.,,,,,Yerevan › Kentron,"$3,000",USD,Office space for rent in the Center of YerevanSpacious with utilitiesThere is partial ownershipTechnicsVery fast internetOn the top floor of a newly built buildingNo neighborsThe entire top floor serves as an officeTranslated from Armenian,Nov-24-2022_21-54,,https://list.am/en/item/18189275
Office Space,Stone,200 sq.m.,,,,,Yerevan › Kentron,"$400,000",USD,"K-19007Վաճառվում է կոմերցիոն տարածք Մաիսյան փողոցում՝ զրոյական մուտքով։ Տարածքը նախկին կապիտալ վերոնորոգված է, առաջին գիծ։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ մանրահատակ, սալիկ։ Սանհանգույցը՝ սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի ավտոկայանատեղի (բակում, փողոցում), ջեռուցման համակարգ, խոհանոց, մշտական ջուր և գազ։ Մուտքը՝ շքամուտքից և փողոցից։ Տեսարանը՝ դեպի բակ և փողոց։ Ճակատի երկարությունը՝ 10մ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։Commercial area for sale in Mayisyan Street. The rooms' quantity is 7. The area is former newly renovated with zero entrance. The entrance door is made of iron, the windows are euro-based, the floor is covered by parquet and is tiled. The bathroom is tiled, the electric wires and pipes are newly changed. The area has a parking (both in the yard and in the street), heating system, kitchen and is supplied with constant water and gas. The entrance is from the street and the yard. The view is towards the street and the yard. The length of the forehead is 10m.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_21-54,,https://list.am/en/item/11560064
Warehouse,Stone,115 sq.m.,,,,,"Aygedzor Lane, Yerevan","$89,000",USD,"Կոդ՝ K-21478Վաճառվում է կոմերցիոն տարածք Այգեձորում՝ 5 հարկանի քարե շենքի առաջին հարկում։ Տարածքը զրոյական վիճակում է, առաջին գիծ։ Մուտքի դուռը՝ խուլ, պատուհանները՝ փայտե։ Տարածքն ունի սանհանգույց և մշտական ջուր։ Մուտքը՝ շքամուտքից։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A commercial area for sale in Aygedzor. The rooms' quantity is 2. The area is in the zero condition and is located on the ground floor of the 5-storey stone building, which is stationed on the 1st line. The windows are wooden. The area has a bathroom and is supplied with constant water. The entrance is from the main entrance.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_21-54,,https://list.am/en/item/17206875
Functioning Business,Stone,71 sq.m.,,,,,"Պարոնյանի փողոց, Երևան","$140,000",USD,"Կոդ՝ K-19929Վաճառվում է կոմերցիոն տարածք Պարոնյան փողոցում՝ 5 հարկանի քարե շենքի կիսանկուղային հարկում։ Տարածքը կապիտալ վերանորոգված է, առաջին գիծ։ Մուտքի դուռը՝ երկաթյա, հատակը՝ սալիկ, պատուհանները՝ եվրո։ Սանհանգույցը՝ համակցված, էլ․ լարերը և խողովակները՝ փոխված։ Ունի ավտոկայանատեղի, մշտական ջուր։ Մուտքը՝ փողոցից։Գործակալության միջնորդավճարը կազմում է 2%: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթA commercial area for sale in Paronyan Street. The area is newly renovated and is located on the basement floor of the 5-storey stone building that is stationed in the 1st line. The entrance door is made of iron, the windows are euro-based, the floor is tiled. It has parking and is supplied with constant water. The entrance is from the street.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_21-54,,https://list.am/en/item/12692059
