Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Amenities,Appliances,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Links
House,Stone,78 sq.m.,2,2,2,Designer Renovation,480 sq.m.,Kotayk › Tsakhkadzor,"500,000 ֏ monthly",AMD,"A two-story cottage in Tsaghkadzor is available for a monthly fee, which has 2 bedrooms, two bathrooms, a living room, and an open balcony. Outside, a beautifully landscaped patio area with its own pavilion and grill. Smoking is strictly prohibited inside. Designed for 2-5 people.Code EcoCaletTranslated from Armenian",Dec-15-2022_21-33,Available,1 spot,,,2,Yes,No,By Agreement,By Agreement,https://list.am/en/item/18396787
House,Stone,56 sq.m.,1,2,1,Euro Renovation,10 sq.m.,Kotayk › Abovian,"160,000 ֏ monthly",AMD,2 rooms well renovated in the center of Abovyan cityTranslated from Armenian,Dec-15-2022_21-33,,Not available,,,3,Yes,No,Not included,2 months,https://list.am/en/item/18353930
House,Stone,40 sq.m.,1,1,1,Partial Renovation,300 sq.m.,"Jrvezh 2-nd street 23, Yerevan","180,000 ֏ monthly",AMD,It is provided with the entire property.For more information callTranslated from Armenian,Dec-15-2022_21-33,Available,2 spots,,,8+,Yes,Yes,Not included,1 month,https://list.am/en/item/18540383
House,Stone,100 sq.m.,2,3,1,Major Renovation,,"Տերյան փողոց 7/2, Պռոշյան","200,000 ֏ monthly",AMD,"A 3-room detached house is for rent, at Teryan 7/2, Proshyan village, Kotayk region, with an area of 100 sq. M., the ceiling height is 3m, fully renovated. The house is heated by an individual system. There is gasification, round-the-clock water supply, internet. Available both short term and long term. No pets allowed.Translated from Armenian",Dec-15-2022_21-33,Available,Not available,"Television, internet","Fridge, stove",5,Yes,No,Not included,2 months,https://list.am/en/item/18676750
House,Stone,600 sq.m.,1,3,2,Designer Renovation,500 sq.m.,Kotayk › Aghveran,"$2,900 monthly",USD,Հայերենը ստորևThe villa is located 35 km from Yerevan. Before reaching Aghveran. Next to Tegenik Church (Holy Martyrs Church)2 bedrooms2 bathrooms2 kitchens (one is outdoor)1 living room1 pool/saunawashing machineWiFi:Heated floorconditionerdishesSleep for 5 peopleParty opportunity for 25 peopleՎիլան գտնվում է Երևանից 35 կմ հեռավորության վրա։ Աղվերան չհասած։ Թեղենիկ եկեղեցու հարևանությամբ (Սրբոց Նահատակաց եկեղեցի)2 ննջասենյակ2 սանհանգույց2 խոհանոց (մեկը դրսում` Ամառային)1 հյուրասենյակ1 լողավազան/սաունալվացքի մեքենաWiFiջեռուցվող հատակկոնդիցիոներսպասք5 հոգու քնելու հնարավորություն25 հոգու համար միջոցառման հնարավորությունTranslated from Armenian,Dec-15-2022_21-33,,,,,5,Yes,Yes,Not included,1 month,https://list.am/en/item/18491452
House,Stone,55 sq.m.,1,2,1,Euro Renovation,,"Bagrevand 50 street 4, Yerevan","350,000 ֏ monthly",AMD,Եվրո վերանոիոգված տուն բոլոր կոմունալ հարմարություններով Պն նախարարության մոտՏրվում է նաև օրավարձով 20000դրամЕвроремонтСо всеми комунальнимы удобствамиОколо министерства обороныЗа день 20000драмов,Dec-15-2022_21-33,Available,1 spot,"Television, internet",Fridge,3,No,No,Included,1 month,https://list.am/en/item/18656266
House,Stone,90 sq.m.,1,3,1,Major Renovation,,Kotayk › Tsakhkadzor,"110,000 ֏ daily",AMD,"The apartment is completely renovated, it is intended for 4-5 people, it is rented only on New Year's days, at least 4-5 days.Translated from Armenian",Dec-15-2022_21-33,Available,Not available,"Television, internet, barbecue oven","Fridge, stove, washing machine, water Heater, iron, hair dryer",5,Negotiable,No,Included,By Agreement,https://list.am/en/item/18594001
House,Stone,300 sq.m.,4+,4,3+,Designer Renovation,320 sq.m.,Kotayk › Tsakhkadzor,"60,000 ֏ daily",AMD,4 ննջարանհյուարսենյակխոհանոցսանհանգույցմանղալշոգեբաղնիքթենիս**8-10 անձ**check in 14:00check out 12:00,Dec-15-2022_21-33,Available,Not available,"Television, internet, sauna, barbecue oven","Fridge, iron, hair dryer",8+,Yes,No,Included,By Agreement,https://list.am/en/item/17264914
House,Stone,160 sq.m.,1,3,1,Euro Renovation,80 sq.m.,Kotayk › Jrvezh,"300,000 ֏ monthly",AMD,"Melkonyan streetOwn house, 80 square meters, has two bedrooms, yard: 80 square meters, bathroom, Baxi, bathroom: Tile-matlach, the house is for rent with all the property.Deposit:Translated from Armenian",Dec-15-2022_21-33,Available,Not available,,,5,Yes,No,Not included,1 month,https://list.am/en/item/18550668
House,Stone,1000 sq.m.,2,3,2,Euro Renovation,1000 sq.m.,Kotayk › Proshyan,"200,000 ֏ monthly",AMD,"Proshyan State FarmPrivate house, 2 floors, fenced, gate, parking space, pavilion in the yard, barbecue, two bedrooms, bathroom, Baxi, heated floor, two bathrooms: Tile-matlach, the house is for rent fully furnished, available for rent until May.Deposit:Translated from Armenian",Dec-15-2022_21-33,Available,1 spot,"Television, fireplace, barbecue oven, gazebo","Fridge, washing machine, iron",6,Yes,No,Not included,1 month,https://list.am/en/item/18602637
House,Stone,360 sq.m.,3,4,3+,Designer Renovation,900 sq.m.,Kotayk › Dzoraghbyur,"150,000 ֏ daily",AMD,Swimming poolsaunaBilliardsTennisRunwaytrampoline5 bedrooms2 living rooms3 bathrooms2 kitchenspavilionbarbecuegreen yard**15-16 people**check in 14:00:Check out 12:00:**Accommodation has a different valueCode canyon-eTranslated from Armenian,Dec-15-2022_21-33,Available,Not available,"Television, internet, swimming pool, sauna, barbecue oven, billiard, gazebo","Fridge, iron, hair dryer",8+,Yes,No,By Agreement,By Agreement,https://list.am/en/item/17243475
House,Monolith,280 sq.m.,2,5,2,No Renovation,1200 sq.m.,"Azatutyan Avenue, Yerevan","$5,000 monthly",USD,"Առանձնատունը նախատեսվում է տալ վարձակալության օֆիսների, կազմակրպությունների, դեսպանատների, գրասենյակների...Գինը պայմագրայինОсобняк планируется сдавать в аренду офисам, организациям, посольствам, офисам...Цена договорнаяThe mansion is planned to be leased to offices, organizations, embassies, offices...The price is contractual",Dec-15-2022_21-33,,,,,,,,,,https://list.am/en/item/18434309
House,Stone,40 sq.m.,1,2,1,Designer Renovation,100 sq.m.,"Մհեր Մկրտչյան փողոց 1/3, Ծաղկաձոր","25,000 ֏ daily",AMD,"A two-room house for rent in the heart of Tsaghkadzor, 100 meters from the square. The house is built in a designer style and is beautifully furnished. Necessary dishes and bedding are available in the house. The house consists of 1 bedroom, 1 bathroom, living room with kitchen. There is a barbecue and a swing in the yard.Translated from Armenian",Dec-15-2022_21-33,Available,Not available,"Television, internet, barbecue oven, alarm system","Fridge, stove, coffee maker, washing machine, water Heater, iron, hair dryer",4,Yes,Yes,Included,By Agreement,https://list.am/en/item/18710659
Country House,Stone,5000 sq.m.,2,6,2,Designer Renovation,4700 sq.m.,"Գ․ Վոպանյան փողոց, Ֆանտան","130,000 ֏ daily",AMD,"Внимание! Сейчас действует скидка до 29 Декабря.Идеальное место, куда можно приехать отдохнуть, расслабиться и насладиться красотой природы.Гостевой дом Хеппи Хаус расположен в селе Фантан, всего в 25 минутах езды от Еревана.У нас есть 6 комнат, 7 кроватей, 6 двухместных кроватей, 2 туалета, 2 душевые кабины, один с массажером.Зимой можете насладиться нашим закрытым теплым бассейном от 30 до 33 градусов или бильярдом который находится на втором этаже. В саду есть отдельное закрытое место для барбекю и тандыр, помещается от 16 до 24 человек. Можете расслабится в джакузи рядом с бассейном, или посетить сауну. На первом этаже есть камин. Ночью можно наблюдать за звездами, которые освещают наше небо. Зимой тепло и уютно, а летом приятно прохладно.Еще прилагаетсяWifiОтоплениеДинамикПостельное бельеОдеялаПосудаПарковка для 3-х машинГостевой дом Хепи Хаус сдается с ночлегом, стоимость - 130 000 драм. Можно и без ночлега. Цены разные.14 - 18 мест для ночлега.Со второго дня действует скидка, и сюрпризы от заведения на дни рождения.Мы открыты для различных мероприятий, такие как свадьбы, дни рождения, корпоративы и т. Д.Для бронирования заранее нужно связаться с нами по указанному номеру:Ուշադրություն, այս պահին գործում է զեղչ մինչև Դեկտեմբերի 29։Իդեալական վայր հանգստանալու և բնության գեղեցկությունը վայելելու համար:Happy Home Guest House-ը գտնվում է Ֆանտան գյուղում, Երևանից ընդամենը 25 րոպե հեռավորության վրա:Մենք ունենք 6 սենյակ, 7 մահճակալ, 6 երկտեղանի մահճակալ, 2 սանհանգույց, 2 լոգախցիկ, որոնցից մեկը ունի մերսման համակարգ։Ձմռանը կարող եք վայելել փակ լողավազանը, որի ջերմաստիճանը լինում է 30-33 աստիճան և երկրորդ հարկում գտնվող բիլիարդը: Այգում կա առանձին փակ թոնրատուն և մանղալ՝ նախատեսված 16-24 անձի համար։ Կարող եք հանգստանալ լողավազանի կողքին գտնվող ջակուզիում, կամ օգտվել սաունայից։ Առաջին հարկում կա բուխարի։ Գիշերը կարող եք զմայլվել հիանալի աստղերի տեսարանով, որոնք լուսավորում են մեր երկինքը: Մեզ մոտ ջերմ և հարմարավետ է ձմռանը և հաճելի զով է ամռանը:Նաև տրամադրում ենքWifiՋեռուցումԲարձրախոսՍպիտակեղենՎերմակներՍպասք3 մեքենայի համար նախատեսված կայանատեղիՄեր Ուրախ տունը հանձնվում է գիշերակացով, որի արժեքն է 130 000 դրամ, կամ առանց գիշերակացի։ Գինը տարբեր է։Գիշերակացի համար նախատեսված է 14-18 տեղ։2-րդ օրվանից սկսած կգործի զեղչ։ Ունենք անակնկալ նվերներ ծննդյան օրերի համար։Մեզ մոտ կարող եք կազմակերպել տարբեր միջոցառումներ, հարսանիք, ծնունդ, կորպորատիվ հավաքույթներ և այլն։Ամրագրելու համար պետք է նախապես կապնվել մեզ հետ նշված համարով։",Dec-15-2022_21-33,Available,3 or more spots,"Television, internet, swimming pool, sauna, fireplace, barbecue oven, billiard, alarm system","Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer",8+,Yes,Negotiable,Included,By Agreement,https://list.am/en/item/18601353
