Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Facilities,Service Lines,Appliances,Links
House,Stone,165 sq.m.,3,3,1,,Not available,Partial Renovation,55 sq.m.,Yerevan › Kentron,"$95,000",USD,Code: ID3599A 3-storey private house in the Mets Center is for sale. Repair: Partial. There is an open balcony.Translated from Armenian,Nov-24-2022_23-26,,,,https://list.am/en/item/17625743
House,Stone,185 sq.m.,3,8+,3+,,Not available,Partial Renovation,70 sq.m.,Yerevan › Kentron,"$155,000",USD,"Code: ID3608A 3-storey private house in the Mets Center is for sale. There is an open balcony, outdoor parking.Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/17625815
House,Monolith,256 sq.m.,3,6,3+,,1 spot,Euro Renovation,570 sq.m.,Yerevan › Davitashen,"$210,000",USD,"Code: ID1375A 3-storey private house is for sale in Davtashen. There is a garage, a cellar, an orchard.Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/17413161
House,Monolith,134 sq.m.,2,4,3+,,Not available,Major Renovation,310 sq.m.,Yerevan › Davitashen,"$240,000",USD,"Code: ID3500A newly built private house is for sale in Davitashen. There is a garden, chat room, open-air parking lot. It is fenced.Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/17521706
House,Stone,250 sq.m.,2,6,2,,Not available,No Renovation,700 sq.m.,Yerevan › Avan,"$127,000",USD,Code: ID3535Stone house for sale in Avan. It is in zero condition. It is fenced.Translated from Armenian,Nov-24-2022_23-26,,,,https://list.am/en/item/17521205
House,Stone,300 sq.m.,1,5,1,Not available,Not available,Major Renovation,200 sq.m.,"15-я улица Норка 11, Ереван","$110,000",USD,"Electric cables changed, suspended ceiling, heating system, euro windows, plot of land, possibility to build a garage, for details call:Code Nm1549Translated from Armenian",Nov-24-2022_23-26,,"ELectricity, water supply, natural gas, sewerage",,https://list.am/en/item/17865999
House,Stone,546 sq.m.,2,5,2,,,Major Renovation,257 sq.m.,"Duryan street, Yerevan","$410,000",USD,"For sale5-room 2-storeyprivate house 546/257 sq. M.Area:Avan, Duryan district.A beautiful, spacious 2-storey private house is for sale in Avan Duryan district of Yerevan.• Residential area - 257 square meters• Land area - 546 square metersThe house consists of:•Entrance hall• 2 living rooms•kitchen• Dining room• 2 bathrooms• 4 bedrooms• Several open balconies with a beautiful viewThe house has an individual heating systemIn the yard there is a summer kitchen, a bathroom, decorative treesIt is also designed for 4 cars with outdoor parking.Code ELITA222Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/16855604
House,Monolith,390 sq.m.,2,5,3+,,,Designer Renovation,1000 sq.m.,"Vahagni street, Yerevan","$750,000",USD,"8 8-room 2 for saleone-storey private house with an area of 1000/390 square metersAjapnyak, Vahagn district.2-storey beautiful, comfortable, elegant color solutions for sale, spacious private house of 390 sq. M. Area and 1000 square meters. Land located in Vahagn district. The house is fully renovated, the interior is beautifully designed, the floor is covered with oak parquet, windows are installed from the floor to the ceiling. Heating and Cooling is centralized (funicular) The house has a spacious, bright hall, a living room with a fireplace, a kitchen with comfortable furniture, 5 bedrooms, one of which is now a storage room, there is also a dressing room with built-in closets. There are 3 bathrooms, one of which together with the bedroom. The floor of the bathrooms and kitchen is heated. Spacious, green and in the well-kept yard there are decorative trees հանգ open balcony Designed for summer rest. It also has a garage for 2 cars. The house, located in an elite district, has a 24-hour security system, landscaping, snow collection, outdoor cleaning, maintenance. For sale together with partial furniture and equipment.Price: 750,000Code ELIT148Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/16119808
House,Stone,300 sq.m.,3,8+,3+,,,No Renovation,500 sq.m.,"Silikyan 1st street, Yerevan","$120,000",USD,"A three-storey detached house is for sale in the north of Hrf, near the village of Chnpri.For details, call between 9:00 and 22:00Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/16900339
House,Stone,420 sq.m.,1,5,2,,,Partial Renovation,160 sq.m.,"4-th street, Ayntap Border","$70,000",USD,"Дом находится в Айнтапе, 5 улица очень близко к городу, 7 км, в саду есть еще одна недвижимость. Только косметический ремонт и будет одна комнатный дом.",Nov-24-2022_23-26,,,,https://list.am/en/item/18218238
House,Monolith,600 sq.m.,2,5,2,Not available,Not available,Major Renovation,,Yerevan › Davitashen,"$210,000",USD,"Վաճառվում է 2 հարկանի հարմարավետ նորակառույց առանձնատուն՝ 162 քմ. Բնակելի մակերեսով և 600քմ. Հողատարածքով, որը գտնվում է Դավթաշեն 2-րդ թաղամասում`այգու հարևանությամբ։ Առանձնատունը կապիտալ վերանորոգված է։ Ջեռուցվում է գազի կաթսայի միջոցով, իսկ հովացումը կատարվում է օդորակիչներով: Սանհանգույցները և խոհանոցը սալիկապատված են: Առանձնատունն ապահովված է կահույքով և տեխնիկայով: Պարսպապատ է, ունի բացօթյա կայանատեղ, զրուցարան: Վաճառվում է խոհանոցի կահույքի հետ միասին:Կոդ 2-50977",Nov-24-2022_23-26,,,,https://list.am/en/item/15455754
House,Stone,230 sq.m.,1,4,1,Not available,Not available,Major Renovation,91 sq.m.,Yerevan › Malatia-Sebastia,"$120,000",USD,"VM942Private house for saleMalatia Sebastia, Haghtanak district• 230/91 square meters area• 4 rooms• 1 floor/stone_•renovated• euro windows•Heating System• the bathroom is tiled• fencedboothflower bedyardTranslated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/18099271
House,Monolith,485 sq.m.,3,6,2,Not available,1 spot,Major Renovation,390 sq.m.,Yerevan › Malatia-Sebastia,"125,000,000 ֏",AMD,"Code-AB492A three-story, completely renovated, beautiful private house for sale.6 roomsLand area 390 square metersResidential house 485 square metersCarpet and parquetKitchen, corridor, bathroom with heated floorSwimming pool and jacuzzi on the first floorGarage for 2 cars️3rd floor for friendly entertainment️ remote controlled gateAir conditioner️ for sale with furniture and appliances, except living room furniture and TV in the hallTranslated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/18198819
House,Monolith,585 sq.m.,2,5,3+,,,Old Renovation,465 sq.m.,"Nikol Duman Street 15, Yerevan","$435,000",USD,"Продается 2-х этажный дом с мансардой и подвалом в районе Блур.-1-подвальное: Гараж-подвал1-ый этаж: Гостиная, кухня, санузел2-ой этаж: 3 спальни и санузел3-ий этаж: Мансарда, санузел345 кв. М - жилой дом240 кв. М - подсобные строениягаражзона отдыха с бассейном и каминомотдельное подсобное здание#blur, #блур, #բլուր",Nov-24-2022_23-26,,,,https://list.am/en/item/17634962
House,Stone,500 sq.m.,1,4,1,,Not available,Major Renovation,120 sq.m.,Yerevan › Arabkir,"$180,000",USD,"1-storey, 4-room beautiful private house is for saleArabkir, Ghapantsyan street• Living area: 500 square meters• land area - 120 square meters• thoroughly reconstructed• Euro windows• The bathroom is tiled• yard• FencedCode LB260Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/16114413
House,Stone,600 sq.m.,2,4,2,By agreement,3 or more spots,Major Renovation,300 sq.m.,"Շահումյանի 7-րդ փողոց 4, Երևան","$195,000",USD,"A 2-storey stone house is for sale on Shahumyan street, Malatia-Sebastia community.• The house is completely renovated with an interesting design approach, European windows are installed, wooden interior doors.• Heating is provided by an individual system.• The house has an open balcony with a view of Ararat.• Consists of 2 floors:On the ground floor there is a game room with a billiard table, a rest room, 1 bathroom, a basement, a separate room, which is used as a dental clinic.On the second floor, a spacious corridor, a living room, 3 bedrooms, 1 bathroom, an open balcony, a kitchen, from where there is an exit to the yard.• The floors are covered with parquet and the bathrooms with tiles.• The house has a beautifully landscaped yard with barbecue, chat room, swimming pool and garage, which is intended for parking 2 cars.For other details, write or call the mentioned numbers.The house is displayed under a real estate display contract.Service commission - 2% of the sale price.Code MC033Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/17776531
House,Stone,70 sq.m.,1,3,2,By agreement,Not available,Old Renovation,80 sq.m.,"Գրիգոր և Սարգիս Գուրզադյանների փողոց 62, Երևան","$45,000",USD,"The first floor of a stone building is for sale in Erebuni community, near Sasuntsi Davit metro station.• The house is in good condition, the windows have been partially replaced with European windows.• All communications are available: Electricity, gas and constant water.• Bathroom and tub are separate and tiled.• The floors are covered with parquet.• The first and second floors of the building have one common entrance.• All necessary subways are nearby: Metro, shops, etc.For other details, write or call the indicated numbers.The apartment is shown with a real estate showing contract.Service commission: 2% of the sale price.Code SKP199Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/18145070
House,Stone,100 sq.m.,1,4,1,Not available,2 spots,Euro Renovation,400 sq.m.,"P. Sevak 1st St., Առինջ գյուղ","$121,000",USD,"1-storey private house for sale in Arinj newly built district near Avan-Arinj (away from the lake), land 400 sq. M., house 100 sq. M., fenced, capitally renovated, permanent hot-cold water, gas, heating, electricity and hot water solar systems, garage, fruit tree trees, well-maintained yard, flower garden, functioning sewer (no father)Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/15502024
House,Stone,30 sq.m.,1,2,1,Not available,Not available,Old Renovation,,"Khorenatsi street 205, Yerevan","$50,000",USD,There is a parking lot in frontTranslated from Armenian,Nov-24-2022_23-26,,,,https://list.am/en/item/18343694
House,Stone,116 sq.m.,1,3,2,,,Major Renovation,,Yerevan › Malatia-Sebastia,"$120,000",USD,"Own house for sale by the owner without intermediaries.His own house was built in 2008. The windows are made of aluminum, it has BAXI heating system, air conditioner with dual system, gas, permanent water, sewerage, improved yard, barbecue, basement - 49 sq. M. Is a family, but is designed for parties and gatherings.If you have any questions, call the mentioned phone number from 11:00 to 20:00. His house is located in Haghtanak district.Price is negotiable.Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/15522828
House,Stone,100 sq.m.,2,4,1,,,Cosmetic Renovation,,"Qochinyan street, Yerevan","$70,000",USD,"Nor-Nork Banavan districtEquipped with gas hot and cold water heating system4 roomsIt has an adjoining wall with a neighbor.There is some legal issue with the approximate cost of $ 5,000 չէ not included in the priceNegotiable in case of a real buyerNear the bus stop, 10 km from the center, near the CityHouse, for sale, residential, comfortable houseTranslated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/15731756
House,Stone,200 sq.m.,2,8+,2,Available,Not available,Major Renovation,300 sq.m.,"Nor Aresh 9th street, Yerevan","$230,000",USD,Very good condition with a garden with a commercial areaTranslated from Armenian,Nov-24-2022_23-26,,,,https://list.am/en/item/14499549
House,Monolith,880 sq.m.,4+,8+,3+,,,No Renovation,1000 sq.m.,Yerevan › Davitashen,"$585,000",USD,"Private house for sale in Melkumov district. It has a semi-basement, first, second and semi-basement floors, each of 220 square meters. All the main work has been done, only cosmetic repairs remain.In the yard there is a pantry kitchen and a swimming pool. High position with a wonderful view.Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/16835401
