,Construction Type,New Construction,Elevator,Floor,Number of Rooms,Number of Bathrooms,Floor Area,Ceiling Height,Balcony,Renovation,Address,Price,Currency,Description
612,Stone,No,Not available,1 / 5,5,2,95 sq.m.,from 2.75 m,Multiple balconies,Major Renovation,Yerevan › Arabkir,"$140,000",USD,"Code 2 + 40060:4-room, sunny, fully renovated apartment is for sale. Khachatryan street. The apartment is located on the high 1st floor. The entrance door is iron, the floor is laminate, the windows are euro, the bathroom is tiled.The apartment has an open and closed balcony, heating system;For sale together with the kitchen furniture.Translated from Armenian"
613,Panels,No,Available,9 / 9,4,1,90 sq.m.,from 2.7 m,Closed balcony,Cosmetic Renovation,"Vilnyus street, Yerevan","$50,000",USD,"An apartment in the 9th block is for saleTerms of the agency:Agency commission 2.5%Identity document to sign the exhibition contractWorking hours: 10: 00-19: 00, Monday-Saturday. We will contact you after 19:00.Call for other questions.Translated from Armenian"
614,Stone,No,Not available,5 / 5,3,1,77 sq.m.,from 2.8 m,Closed balcony,Major Renovation,"Mamikonyants street, Yerevan","$79,500",USD,"Renovated, only the bathroom is old, gas, heating, parquet / laminate, interior doors, wood, euro windowscode 5440:Translated from Armenian"
615,Stone,No,Available,4 / 8,1,1,18 sq.m.,from 2.75 m,Not available,Cosmetic Renovation,Yerevan › Nor Nork,"$21,000",USD,"Nor Nork, Moldovakan str.Former dormitory. There is a security guard in the building, the building is being monitored.Translated from Armenian"
616,Panels,No,Available,13 / 16,3,1,90 sq.m.,from 2.75 m,Multiple balconies,Old Renovation,"Մառի փողոց նրբանցք, Երևան","$60,000",USD,"A 3-room apartment is for sale in the 5th block of Nor Nork, Mar street alley. On the 13th floor of a 16-story building. The area is 90 square meters. The apartment has an old repair, needs repair. There is constant hot and cold water.There is a new elevator in the building, there is also a fourth elevatorTranslated from Armenian"
617,Monolith,No,Available,13 / 16,3,1,91 sq.m.,from 2.7 m,Closed balcony,Old Renovation,"Marr street, Yerevan","$62,000",USD,"Nor-Nork 5th block, The apartment is in state conditionTranslated from Armenian"
618,Panels,No,Available,8 / 9,3,1,77 sq.m.,from 2.6 m,Open balcony,Major Renovation,"Khaghag Don street, Yerevan","$69,000",USD,"Կոդ՝ K-20263Վաճառվում է 3 սենյականոց բնակարան Խաղաղ Դոն փողոցում՝ 9 հարկանի պանելային շենքի 8-րդ հարկում։ Բնակարանը նախկին կապիտալ վերանորոգված է, առաջին գիծ։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ մանրահատակ, սալիկ։ Սանհանգույցը՝ առանձին, սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի բաց լոջա, բուխարի, հանդերձասենյակ, ջեռուցման համակարգ, մշտական ջուր և գազ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։An apartment for sale in Khaghagh Don Street. The rooms' quantity is 3 (1 hall and 2 bedrooms) The apartment is former newly renovated and is located on the 8-th floor of the 9-storey panel building that is stationed in the first line. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate and is tiled. The bathroom is separate and tiled, the electric wires and pipes are newly changed. The apartment has a balcony, fireplace, dressing room, heating system and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You."
619,Stone,Yes,Not available,3 / 5,5,2,165 sq.m.,from 3.5 m,Open balcony,Major Renovation,"Hanrapetutyun street, Yerevan","$275,000",USD,"A bright, very comfortable apartment is for sale or long-term rent in the center of Yerevan. It has 2 bathrooms and 2 open balconies. Ceiling height is 3.8 m. The apartment is renovated, has a baxi system, heated floor. Air conditioners are installed in all rooms. It has comfortable, built-in closets. For sale together with property and equipment. Exchange is possible at an additional cost.Price is negotiable.Translated from Armenian"
620,Stone,No,Not available,5 / 5,1,1,36 sq.m.,from 2.75 m,Closed balcony,Major Renovation,Yerevan › Kentron,"$117,000",USD,"1 room apartment on Abovyan street for sale. Euro windows are installed, the floor is parquet, tiled bathroom, closed balcony, iron entrance door.It is provided with all the communal facilities, there is an individual heating system.You can call the mentioned phone numbers for detailsTranslated from Armenian"
621,Panels,No,Available,1 / 9,4,1,92 sq.m.,from 2.7 m,Closed balcony,Old Renovation,"Luxemburg street, Yerevan","$53,000",USD,Code-14491: 4-room apartment is for sale in Nor Nork 6th block. It is under renovation. There is a basement տարածք parking area.Translated from Armenian
622,Panels,No,Available,9 / 9,3,1,67 sq.m.,from 2.75 m,Closed balcony,Old Renovation,"Davit Bek street, Yerevan","$57,000",USD,"2-room apartment turned into 3 Yerchan is for sale on Davit Bek street.The apartment is located on the 9th floor of a 9-storey building.The roof of the building is repaired.The entrance to the building is from the street (entrance)The entrance door of the apartment is metal, the height of the ceiling is 2.75 m.The windows are new.It is heated with individual heating system, it is air-conditioned.There is a closed balcony.The total area of the apartment is 67.1 square meters, the sale price is equivalent to only 57000 USD.A service contract is signed to buy and see the apartment. Please have proof of identity.Code: 012-59110Translated from Armenian"
623,Panels,No,Available,1 / 11,4,1,83 sq.m.,from 2.8 m,Not available,Major Renovation,"Khorenatsi street, Yerevan","$135,000",USD,"ID13586:4-room apartment for sale in Center, on Khorenatsi street, 83 sq. M., on the 11/1 floor. The apartment is renovated.Translated from Armenian"
624,Stone,No,Available,6 / 6,3,1,74 sq.m.,from 2.7 m,Not available,Major Renovation,Yerevan › Arabkir,"$85,000",USD,"Վաճառվում է 3 սենյականոց բնակարան Կոմիտաս պողոտայում: Բնակարանը կապիտալ վերանորոգված է, անցկացված է անհատական ջեռուցում, տեղադրված է օդորակիչ: Պատուհանները մետաղապլաստյա են, սանհանգույցը սալիկապատված է: Առկա է նկուղ: Վաճառքը հնարավոր է առանց կահույքի և տեխնիկայի:"
625,Stone,No,Not available,2 / 2,7,2,175 sq.m.,from 3 m,Open balcony,Major Renovation,Yerevan › Arabkir,,unknown,"An apartment is for sale, which can also be used as an office space.175 square meters of living space and 110 square meters. M area with attic, high quality capitally renovated: (7 rooms - 1 dining room - 1 living room - 3 bedrooms - 1 study - 1 rest room, 1 bathroom, 1 toilet, 1 kitchen, 1 closet / fireplace, 2 fireplaces. Ceiling height h = 3, 30 m.For more information call.Translated from Armenian"
626,Stone,No,Not available,2 / 5,3,2,100 sq.m.,from 3.5 m,Multiple balconies,Designer Renovation,"Paronyan street, Yerevan","$200,000",USD,"The apartment is 3-room with 2 bathrooms, capitally renovated.For more information call the indicated phone number.Translated from Armenian"
627,Stone,No,Not available,2 / 5,3,1,80 sq.m.,from 2.75 m,Multiple balconies,Major Renovation,"Sebastia Street, Yerevan","$77,000",USD,"3-4 roomsNear Sebastia streetEuropean windowsThe kitchen, the bathroom are tiledInterior doors changedGas, light, water,gas water heater hot and cold waterFor sale together with kitchen furnitureOpen and closed balconiesBasement: 20 sq. M. Մ.Beautiful viewArrow!Translated from Armenian"
628,Stone,No,Not available,2 / 5,3,1,93 sq.m.,from 3 m,Open balcony,Major Renovation,"Leningradyan street, Yerevan","$120,000",USD,"Thoroughly reconstructed:Kitchen, bathroom, toilet քը hallway are heated floors (hot floor)There is a window on 3 sides of the building.It's raining.Translated from Armenian"
629,Stone,No,Not available,4 / 4,4,2,160 sq.m.,from 3 m,Multiple balconies,Major Renovation,"Pushkin Street, Yerevan","$295,000",USD,"Address: Pushkin street /Pushkin-Parpets intersection/Community - centerBuilding type: StoneCondition: RepairedArea: 160 square metersTaxes: 4/4Consists of 4 rooms1 guest room1 Kitchen3 bedrooms2 balconies2 BathroomsCeiling height: 3.0 mSold with furnitureSelling price: 295,000 USDCode: GS 375Translated from Armenian"
630,Monolith,Yes,Available,14 / 14,3,2,84 sq.m.,from 3 m,Multiple balconies,No Renovation,"Komitas Avenue, Yerevan","$130,000",USD,"A three room unrepaired apartment is for sale in Arabkir, on Komitas avenue.The area is 84 square meters.Consist of,1 living room2 bedrooms2 bathrooms1 kitchen2 open balconiesIt is located on the first line.The sale price is 130,000 USDCode: GS 181Translated from Armenian"
631,Stone,No,Not available,2 / 4,3,1,77 sq.m.,from 3 m,Multiple balconies,Old Renovation,Yerevan › Kentron,,unknown,"3-room apartment with Stalinist design next to St. Sargis Church is for sale. The entrance door is metallic, the floor is parquet, it has an open-closed balcony, from which a beautiful view opens. It is close to the school, the bus stop and all the necessary shops.Translated from Armenian"
632,Monolith,Yes,Available,6 / 12,2,1,46 sq.m.,from 3 m,Not available,Major Renovation,"Sisakyan street, Yerevan","27,600,000 ֏",AMD,"Code & nbsp; AJ2 / 236:2-room & nbsp; apartment on Sisakyan street. It is located on the 6th floor of a 12 & nbsp; monolith building. & Nbsp; It occupies an area of 46 square meters. The apartment is capitally & nbsp; renovated. Euro & nbsp; windows, heating system, & nbsp; The floor is covered with laminate, the bathroom is tiled. & nbsp;Translated from Armenian"
633,Monolith,Yes,Available,11 / 16,3,3+,160 sq.m.,from 3 m,Open balcony,Euro Renovation,"Dzorapi street, Yerevan",,unknown,"3-room magnificent apartment is for sale in Kentron community, on Dzorap street. The apartment is located on the 11th floor of a 16-storey new building, the total area of which is 160 square meters. The apartment is fully renovated with expensive materials. The heating is centralized, it is provided with all the communal amenities. It has a two-sided position, several open balconies. The apartment also has 2 parking spaces, each for 2 cars, with extra charge.Translated from Armenian"
634,Stone,No,Not available,4 / 4,1,1,27 sq.m.,from 2.5 m,Open balcony,Cosmetic Renovation,"Shirak street, Yerevan","$33,900",USD,"Newly renovated, bathroom hallway and kitchen tiled, European windows and doors, gasTranslated from Armenian"
635,Stone,No,Not available,3 / 5,2,1,52 sq.m.,from 2.5 m,Closed balcony,Old Renovation,Yerevan › Arabkir,"$70,000",USD,"Code 10 + 20887:2-room apartment for sale in Arabkir. The apartment is located on the 2nd floor, in good condition. The apartment has a utility balcony, permanent gas, electricity, water. Close to bus stop and shops.Translated from Armenian"
636,Stone,No,Not available,4 / 4,1,1,31 sq.m.,from 2.7 m,Open balcony,Cosmetic Renovation,Yerevan › Shengavit,"$38,500",USD,Owner. Garegin Nzhdeh. 3rd Part near Hraparaki_Metro. Clean condition. Sunny side. 100 meters from the square. Eghbairyutyan street_19.Translated from Armenian
637,Stone,No,Not available,1 / 4,5,1,110 sq.m.,from 3 m,Closed balcony,Partial Renovation,"Teryan street, Yerevan","$300,000",USD,"Մաքուր վիճակ, մանրահատակ, եվրոպատուհաններ, վանդակաճաղեր, տրվում է նաև վարձակալությամբ ամսեկան 1500$ հարմար է գրասենյակի կամ այլ կոմերցիոն նպատակների համար;"
638,Stone,No,Not available,5 / 5,3,1,74 sq.m.,from 2.7 m,Closed balcony,Major Renovation,"Erebuni street, Yerevan","$75,000",USD,"3-room apartment on Erebuni street for sale on the 5th floor of 5-story stone building, Iron entrance door, European windows, Tiled kitchen, Living room's bedrooms are tiled, Bathroom is tiled, Hot water, Gas, Individual heating system, Closed utility balcony, The apartment has an additional area of about 10 sq. M., Bright and Side apartment, Storage room, Near the bus stop.THE ROOF IS RENOVATED.The commission fee of the agency is 2%, an exhibition contract is signed for the exhibition of the apartment. Please have your ID.Translated from Armenian"
639,Stone,No,Not available,5 / 5,2,1,48 sq.m.,from 2.8 m,Closed balcony,Old Renovation,Yerevan › Erebuni,"$55,000",USD,"The owner is selling a 2-room turned into a one-room apartment, 48 sq / m on Erebuni street, on the first line / there is no Erebuni massif / stone building, Czech project, the roof is tiled, euro windows, gas, entrance door with intercom. It is exchanged with his own house not far from the house for 7-8 km. We will discuss the options.Translated from Armenian"
