Type,Construction Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Address,Price,Currency,Description,Datetime,Parking,Links
Restaurant,Stone,4200 sq.m.,By agreement,Not available,First Line,Separate from the Street,Kotayk › Garni,"$345,000",USD,"Նոր վերանորոգված։ Ունի բաց և փակ տաղավարներ։ Գտնվում է տուրիստական ամենաաշխույժ ճանապարհի վրա, Գառնի-Գեղարդ խաչմերուկին չհասած: Սակարկելի:Новый ремонт. Имеет открытые и закрытые беседки. Находится на самой оживленной туристической дороге, немного не доезжая до перекрестка Гарни-Гехард. Возможна скидка.Translated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/18402006
Multifunctional Space,Monolith,1654 sq.m.,Not available,Available,First Line,Separate from the Street,Kotayk › Ptghni,"$58,000",USD,"Can be used for various activities, I am not an intermediary, I am the owner, the place is located 1-2 kilometers from Yerevan city centerTranslated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/16528473
Warehouse,Stone,2200 sq.m.,Not available,Not available,Other,Common from the Street,"Աշտարակի խճուղի 44, Երևան","$140,000",USD,"2200 square meters for sale. M. Land area, 550 sq. M. With a semi-detached building, it is suitable for all kinds of activities. There is irrigation and drinking water, electricity. It is located 150m away from Ashtarak highway, near the former Ministry of Defense.Suitable for use as a storage container.Translated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/18410998
Agricultural Space,Stone,1200 sq.m.,Not available,Not available,Second Line,Common from the Street,"Arzni Highway, Abovyan","$45,000",USD,"The plot of land is located on the opposite side of Yerevan Sevan highway, lane 2. Abokhchovi is fenced and has a capacity for the construction of 160 karkus.Translated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/18580836
Retail Space,Stone,28 sq.m.,Partial Furniture,Not available,First Line,Common from the Street,"Ստեփան Շահումյանի փողոց 6, Չարենցավան","$7,500",USD,I am selling a commercial/office space in the opening of the 6th building of the 5th district of Charentsavan.Translated from Armenian,Dec-15-2022_21-12,,https://list.am/en/item/18714988
Retail Space,Stone,80 sq.m.,By agreement,Not available,First Line,Common from the Street,"Միկրոշրջան թաղամաս 30, Հրազդան","$43,000",USD,Area microdistrict 30 building for sale. Suitable for any business. There is a place visible from the first line of the Luys jur sewer street. All other questions by call.Translated from Armenian,Dec-15-2022_21-12,Outdoor parking,https://list.am/en/item/18673858
Warehouse,Stone,106 sq.m.,Not available,Not available,Second Line,Common from the Courtyard,"Չարենց փողոց, Նոր Հաճն","14,000,000 ֏",AMD,"Commercial premises for sale, 12/2, Charentsi Street, Nor Khachni. With an area of 67 square meters.Translated from Armenian",Dec-15-2022_21-12,Outdoor parking,https://list.am/en/item/18696784
Warehouse,Stone,39 sq.m.,Not available,Not available,Second Line,Common from the Street,"Եղիշե Չարենցի փողոց, Նոր Հաճն","8,000,000 ֏",AMD,A commercial space is for sale in the city of Nor Hachn. At 12/4 Charents Street. Can be used for various activities.Translated from Armenian,Dec-15-2022_21-12,Outdoor parking,https://list.am/en/item/18696786
Functioning Business,Cassette,40 sq.m.,,,,,Kotayk › Abovian,"$25,000",USD,"For sale, wash your hair, call real peopleTranslated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/18396757
Retail Space,Stone,90 sq.m.,Available,Not available,First Line,Common from the Street,"Pioneerakan street 1, Abovyan","$125,000",USD,"Commercial space in Abovyan, in the area of the city marketoperating storeTranslated from Armenian",Dec-15-2022_21-12,Outdoor parking,https://list.am/en/item/18713895
Automotive Service,Monolith,230 sq.m.,Available,Not available,First Line,Common from the Street,Kotayk › Zovuni,"$470,000",USD,"Վաճառվում կամ տրվում է վարձով գործող ավտոտեխսպասարկման կետ: Գտնվում է երթևեկելի մասում: Կից առկա է ավտոկայանատեղի։ Տեխսպասարկման կետը հագեցած է նորագույն տեխնիկայով։ Առկա է հանգստի գոտի, 2 սանհանգույց և հանդերձարան, որոնք ապահովում են հարմարավետ հանգիստը սպասավորների տարածքում:Сдаётся или продается действующая автомастерская. Мастерская и оба помещения находятся на проезжей части дороги, 1-я линия. Имеется парковка. Мастерская оборудована по последним технологиям. Есть зона отдыха, 2 санузла и раздевалка, которые обеспечивают комфортное пребывание в помещении обслуживающего персонала.",Dec-15-2022_21-12,Outdoor parking,https://list.am/en/item/18713406
Industrial and Manufacturing,Bricks,508 sq.m.,Not available,Not available,First Line,Separate from the Street,Kotayk › Nor Geghi,"$60,000",USD,"The total area of the plot is 1400 square meters, of which 508 square meters are buildings, it is very close to the main road, 20m.Translated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/18581311
Warehouse,Stone,20 sq.m.,,,,,Kotayk › Abovian,"$1,200",USD,"K. The basement for sale in Abovyan can serve as a warehouse for any kind of goods, as well as vegetables and spare parts.Translated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/18506729
Industrial and Manufacturing,Monolith,415 sq.m.,Partial Furniture,Not available,Second Line,Separate from the Street,Kotayk › Balahovit,"$59,000",USD,"Without an intermediary. A multifunctional production area is for sale in the beginning of Balahovit. Lands and buildings are property. 27 meters front. Operating furniture factory. Separate sewing room 15 square meters, varnish room 45 square meters, storage room 44 square meters, meeting room 90 square meters, ceiling 4.80 square meters. There is also a basement of 180 square meters, the height of the ceiling is 3.10, there is a mushroom house, with a ventilation system. Three-phase current. It has a newly renovated office, internet connection, security system. Beautiful pavilion in the yard, Briquette panel roof. It has a half-built building with an area of 46 square meters, which can be used as a garage and storage.Production receiptTranslated from Armenian",Dec-15-2022_21-12,"Outdoor parking, garage",https://list.am/en/item/18710682
Retail Space,Stone,310 sq.m.,,,,,"August 23 street, Hrazdan","150,000,000 ֏",AMD,"Commercial space, also suitable for an office, renovated, water, electricity, exchange possible, with an additional fee from you, entrance from the central street, convenient parking lot.Translated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/18485332
Agricultural Space,Stone,691 sq.m.,By agreement,Not available,Other,Separate from the Courtyard,Kotayk › Karenis,"$80,000",USD,"A 691 square meter cattle farm and a 5220 square meter plot of land are for sale in Karenis. There is water and irrigation water in the area, electricity and gas nearby. NegotiableTranslated from Armenian",Dec-15-2022_21-12,Outdoor parking,https://list.am/en/item/18565428
Industrial and Manufacturing,Stone,200 sq.m.,Not available,Not available,Other,Common from the Courtyard,Kotayk › Hrazdan,"$100,000",USD,"Three-phase water supply is available in Kre Shinutu, call for detailsTranslated from Armenian",Dec-15-2022_21-12,Outdoor parking,https://list.am/en/item/18689535
Industrial and Manufacturing,Stone,600 sq.m.,Partial Furniture,Not available,Second Line,Separate from the Street,Kotayk › Abovian,"$160,000",USD,"The workshop is located in the industrial district of Abovyan city, it is a capital stone building, the ceiling height is 8 meters in one part and 4 meters in the other.The area of the plot is 1600 m2.It has its own substation 160kva, sewerage, the possibility of expanding the area (several hectares)There is a plastic processing workshop on site.Sale as an existing business is possible.Translated from Armenian",Dec-15-2022_21-12,Outdoor parking,https://list.am/en/item/18705084
Hotel,Stone,1545 sq.m.,Available,Not available,First Line,Separate from the Street,"Tbilisian Highway, Yerevan","$3,100,000",USD,"Operating hotel for sale, total area 1545 m2Translated from Armenian",Dec-15-2022_21-12,"Outdoor parking, covered parking, garage",https://list.am/en/item/18704966
Office Space,Stone,32 sq.m.,,,,,"Квартал Микрошрджан, Раздан","$39,000",USD,"Hair salon for sale in K. Hrazdan microdistrict 32h. 1st floor, next to school No. 12. For sale with property. Ready for use. Has heating system, hot and cold water. All utilities are available. Has basement, entrance from inside. Call for details.Translated from Armenian",Dec-15-2022_21-12,,https://list.am/en/item/18496579
Agricultural Space,Stone,"11,490 sq.m.",Not available,Not available,Other,Common from the Street,Kotayk › Getamej,"$145,000",USD,"Продажа или аренда 4560кв мЦелофановый парник на 11490 кв м земле, плюс каменный домик.По остальним вопросам звоните.",Dec-15-2022_21-12,,https://list.am/en/item/18580944
Automotive Service,Stone,90 sq.m.,By agreement,Not available,First Line,Separate from the Street,"Улица Торозяна 29, Нор Ачин","50,000,000 ֏",AMD,"В сервис проведен газ, электричество (380в), вода и канализация, находится на первой линии, на краю центральной дороги города. Сама территория и здание в собственности, продаётся как с оборудованием так и без (по договорённости)Очень удобное расположение, возможна любая деятельность!Звоните на Whatsapp смело, по всем интересующим вопросам!",Dec-15-2022_21-12,"Outdoor parking, covered parking, garage",https://list.am/en/item/18702694
