Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Lease Type,Minimum Rental Period,Prepayment,Utility Payments,Address,Price,Currency,Description,Datetime,Parking,Links
Industrial and Manufacturing,8000 sq.m.,,,,,,,,,Yerevan › Shengavit,"1,000 ֏",AMD,"Open and closed commercial areas with different areas are for rent in Shengavit administrative district, near the factory metro. All the necessary amenities are available.Rent: 1000 -1200 AMD per square meterCode: AM-227KTranslated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/14686047
Multifunctional Space,370 sq.m.,,,,,,,,,"Armenak Armenakyan Street, Yerevan","$5,000",USD,"A three stored multifunctional commercial building is for rent, located on Armenak Armenakyan street.* 1st floor, garage for 3 cars* 2nd floor: Hall, bedroom, kitchen, 2 bathrooms* 3rd floor: 6 rooms, 4 bathrooms, balconyAll utilities are available.There is also a 40 square meter open-air cafe.The area is suitable for hotel, cafe, office and other activities.Code AM-218KTranslated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/14259692
Office Space,290 sq.m.,Not available,Available,First Line,Common from the Street,Direct Lease,3 years,By Agreement,Not included,"Վահան Տերյանի փողոց 105/1, Երևան","3,500,000 ֏",AMD,"An office space of 290 square meters is for rent on the 2nd floor of Citadel. The cost of 1 square meter is 12,000 AMD per month, including VAT. The renovation of the area will be carried out by the Landlord in accordance with the Tenant's requirements, in case he pays a corresponding advance payment. Additional paid e-mail. The cost of energy, internet and internal cleanliness.Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/16693392
Office Space,335 sq.m.,Available,Not available,Second Line,Common from the Courtyard,Direct Lease,3 years,1 month,Not included,"Kievyan street 14/3, Yerevan","2,000,000 ֏",AMD,"Office space of 335.33 square meters is for rent on the 2nd floor of a newly built building in the yard of the intersection of Kyivan-Orbel streets. The entrance is separate from the entrance of the residential building. Car entrance from Orbel Street, there is a parking lot. The office is renovated and furnished. The ventilation and air conditioning systems are functioning.Translated from Armenian",Nov-24-2022_22-24,OUtdoor parking,https://list.am/en/item/18246657
Multifunctional Space,65 sq.m.,,,,,,,,,Yerevan › Kentron,"400,000 ֏",AMD,"CODE 8728:Commercial area is for rent on Tumanyan street, on the basement floor. Suitable for various activitiesTranslated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/14409261
Multifunctional Space,290 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,6 months,By Agreement,Not included,"Nazarbekyan block, Yerevan","700,000 ֏",AMD,"Code VT339A 2-storey commercial space is for rent in Nazarbekyan district, on the first line. The total area is 290 square meters. It has three-phase current, gas, water, air conditioner. The ceiling height is 3.5 meters. Partial lease is also possible. Suitable for commercial space, office, bank or other activities.Code VT-339Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/17536168
Office Space,250 sq.m.,,,,,,,,,"Nalbandyan street, Yerevan","$2,000",USD,"Դուպլեքս բնակարան, տրվում է 3 և 4 -րդ հարկերը:Նոր վերանորոգված, անհատական ջեռուցման համակարագ,մասնակի կահույք (անհրաժեշտության դեպքում կահույքը կհանվի),տեխնիկա, 4 ննջասենյակ, մեծ հյուրասենյակ, հոլ, 3 սանհանգույց,2 մեծ բաց պատշգամբ:Բնակարանը հարմար է նաև գրասենյակի համար:Կոդ LA03400",Nov-24-2022_22-24,,https://list.am/en/item/15824862
Office Space,95 sq.m.,,,,,,,,,Yerevan › Kentron,"$1,500",USD,----The area is located on Pushkin Street----The total area is 95 sq/m----Suitable for any office activity----Code D809Translated from Armenian,Nov-24-2022_22-24,,https://list.am/en/item/18280026
Multifunctional Space,85 sq.m.,,,,,,,,,"Tumanyan street, Yerevan","$1,500",USD,"----The area is located on Tumanyan street----The total area is 85 sq/m----Suitable for both commercial and office activities----Located on the first line----Entrance is from the streetAgency commission is 50% of the first monthSincerely, ELS RealtyCode D808Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/18280020
Office Space,70 sq.m.,,,,,,,,,"Byuzand Street, Yerevan","700,000 ֏",AMD,"Office property on Buzand street for rent:The area is completely renovated, it is rented without furniture, individual heating system.It consists of a hall, an office, a bathroomThere is a security guard in the building.Code 0533Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/17154840
Office Space,130 sq.m.,Not available,Not available,First Line,Common from the Street,Direct Lease,1 year,1 month,Not included,"Marshal Baghramyan avenue, Yerevan","$2,000",USD,"Opera2nd floor, capitally renovated, 6 roomsopen balcony, kitchen, bathroomheating system, air conditionerIt is handed over as an office for a long termTranslated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/16850775
Office Space,92 sq.m.,Not available,Not available,First Line,Separate from the Courtyard,Direct Lease,1 year,1 month,Not included,"Marshal Baghramyan avenue 49, Yerevan","470,000 ֏",AMD,"Office space on Baghramyan Avenue, separate entrance from the yardPossibility of parkingoverhauled, air conditionerTranslated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/15409883
Office Space,114 sq.m.,By agreement,Not available,First Line,Separate from the Street,Direct Lease,1 year,1 month,Not included,"Vardanants street, Երևան","$3,000",USD,"The newly renovated office space has 3 study rooms, 2 bathrooms, 2 parking spaces, air conditioners.Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/15295302
Office Space,330 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,3 years,By Agreement,Not included,"Marshal Baghramyan avenue, Yerevan","$10,000",USD,"2-storey (1st floor and semi-basement) separate building is convenientFor banks (has the possibility of bunkers), aesthetic clinic, IT offices.It is half-renovated, the cosmetic renovation is left, which will be agreed. It has a parking space for several carsTranslated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/15028276
Office Space,40 sq.m.,Not available,Not available,Other,Separate from the Courtyard,Direct Lease,1 year,1 month,Not included,"Komitas Avenue, Yerevan","300,000 ֏",AMD,"Newly renovated, 1st floor,Separate Access:Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/16838897
Everything Else,70 sq.m.,,,,,,,,,"Kievyan street 11, Yerevan","3,600 ֏",AMD,"Dance, Yoga, Gymnastics, training, fitness, HALL RENTAL.For rent per hourHall for dance, fitness, yoga, Training center. For other group and individual lessons of the Child Development Center. The hall has a mirrored hall, laminate flooring, furnished wardrobe, bathroom, shower cabin, comfortable waiting room. It is provided with constant water supply, central heating system. Located near the bus stop and Barekamutyan metro station.Dance hall, parasrah. Training center. Children's Developmental Center.Dance hall, gym, fitness club. Office space. Commercial area, business area, classroom, ACCOUNTING OFFICE ACCOUNTING OFFICE.Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/12260292
Office Space,60 sq.m.,,,,,,,,,"Tumanyan street, Yerevan","600,000 ֏",AMD,"A commercial space is for rent on Tumanyan street, in the basement of the building. The area is renovated, has two bathrooms, a kitchen.Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/18115206
Office Space,111 sq.m.,,,,,,,,,"Նիկողայոս Ադոնց փողոց, Երևան","300,000 ֏",AMD,1) 4 rooms2) 2 bathrooms3) area 111 of which 8 are the balcony4) capitally renovated5) floor 8/5Translated from Armenian,Nov-24-2022_22-24,,https://list.am/en/item/17314954
Retail Space,110 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,1 year,By Agreement,Not included,"Vagharsh Vagharshyan street, Yerevan","450,000 ֏",AMD,"Office or commercial space on Vagharshyan street, Arabkir. The area has a semi-basement, has a bathroom, is heated.Code Kod-002Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/18019562
Multifunctional Space,170 sq.m.,,,,,,,,,"Kievyan street, Yerevan","900,000 ֏",AMD,"A public area is for rent right at the exit of the Friendship metro, on the rising sidewalk of Kiyan Street.The area is 2-storey, with a semi-basement-basement by Kiyan and a full one by the yard. The floors are connected by a staircase from inside the area, it has 2 entrances.It is furnished as a travel agency but does not hinder other businesses.Newly renovated, Boiler and heating, Electricity, press granite floor, LED lights, aluminum windows, air conditioning and ventilation and other good things all high quality ․․․basement ևthere is a bathroom, kitchen, air conditioning, ventilation, heatingTranslated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/17053200
Retail Space,134 sq.m.,Not available,Available,First Line,Separate from the Street,Direct Lease,1 year,1 month,Not included,Yerevan › Kentron,"$3,000",USD,"In the center, 20 meters from the front, 95 square meters, hall 37 square meters, basement elevator, has all the communal facilities, with moral seats, is for a cafe, restaurant, beauty salon, and for any type of shopTranslated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/17738360
Retail Space,135 sq.m.,Not available,Available,First Line,Separate from the Street,Direct Lease,1 year,1 month,Not included,Yerevan › Kentron,"$3,000",USD,"Universal area for rent in the center, 20m facade on 1 line, with outdoor seats, suitable for restaurant _cafe, clinic, any type of shop, hairdresser, room 100 sq. M, salon. It is also possible to partially start from 50 sq. M., write the number Disabled and I will callTranslated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/17722440
Office Space,220 sq.m.,,,,,,,,,"Aygedzor street, Yerevan","$3,000",USD,Fully renovated office space for rent.• Commission: 50% of the 1st month.• Code: 18276726Translated from Armenian,Nov-24-2022_22-24,,https://list.am/en/item/18276726
Multifunctional Space,500 sq.m.,Not available,Not available,First Line,Common from the Street,Direct Lease,9 months,3 months,Not included,"Ծովակալ Իսակովի պողոտա 32, Երևան","650,000 ֏",AMD,"A 500m2, 3-storey (one basement) renovated commercial space is for rent by the owner, at 32/14 Tsovakal Isakov (in front of the Police Academy) in Argavand. It is suitable for any organization: Office, commercial, etc.Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/18120013
Everything Else,50 sq.m.,Available,Not available,First Line,Common from the Street,Direct Lease,1 year,3 months,Not included,Yerevan › Ajapnyak,"250,000 ֏",AMD,"Hurry!A bakery in District 16 is for rent, equipped with every appliance, including a kitchen.Tonratun is located on the first line, Melkumov Street.Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/18008258
Multifunctional Space,140 sq.m.,,,,,,,,,Yerevan › Kentron,"700,000 ֏",AMD,"It consists of 1 large hall, about 42 square meters, 3 study rooms, a spacious lobby - reception, there is a kitchen.Fully renovated, semi-basement stairs from the street, high 1st floor from the yardHeating-cooling system, security and fire-fighting system, tiled floor, iron entrance doorCommission fee: 50% of the 1st monthThank you. For details, please call.Code 16653Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/15263314
Office Space,300 sq.m.,,,,,,,,,"Տիգրան Մեծ պողոտա 54Բ, Երևան","$10,000",USD,"Renovated office space is for rent near Sasuntsi Davt station.Only the second floor of the building is for rent:1 head room with separate bathroom;4 working rooms;1 conference hall;2 kitchens;1 bathroom.There are all the conditions for full operation, there are air conditioners in all rooms. There is a heating system and heated floor.The building has a guard post, parking.Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/17595176
Multifunctional Space,200 sq.m.,,,,,,,,,"Byuzand Street, Yerevan","$3,500",USD,"200 sq. M. Is for rent. Area - 2 STAINED STONES - multifunctional area in Small Center. It can be very convenient for office, cafe, restaurant or other commercial purposes.Code 013340Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/16749796
Everything Else,100 sq.m.,,,,,,,,,Yerevan › Erebuni,"120,000 ֏",AMD,"I am renting an area of 100 square meters, it has a 2nd floor, which you can use as a warehouse. Electricity is three-phase, there is also water, call if you have any questionsTranslated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/17842786
