Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Renovation,Address,Price,Currency,Description,Datetime,The House Has,Parking,Furniture,Window Views,Appliances,Links
Monolith,No,Not available,5,43 sq.m.,2,1,from 2.8 m,4,Multiple balconies,Old Renovation,"Minas Avetisyan street, Gyumri","$10,000",USD,"The apartment is 2 rooms, but my part that is for sale is 1 room, the living room, in front of which there is a large balcony, which you can turn into a room, and the rest (kitchen, bathroom) is shared (half used) There is also a closed balcony in front of the kitchen. The apartment is for 2 people, has a separate order. Call for details.Translated from Armenian",Dec-15-2022_22-58,,,Not available,"Yard view, street view",,https://list.am/en/item/18609154
Monolith,Yes,Not available,4,105 sq.m.,4,1,from 2.8 m,2,Multiple balconies,Major Renovation,"Улица Трдата Чартарапета, Гюмри","$59,000",USD,"Продается 4 комнатная квартира в Гюмри на улице Трдат Чартарапет. На втором этаже. Сделан капитальный ремонт, 105 кв м. Есть 2 балкона, во всех комнатах есть окна, большая светлая чистая квартира. Есть подвал. Возможен торг. Վաճառվում է 4 սենյականոց բնակարան Գյումրի, Տրդատ Ճարտարապետ փողոց, երկրորդ հարկում, կապիտալ վերանորոգված, 105քմ, ունի 2 պատշգամբ, մեծ լուսավոր մաքուր բնակարան։կա նաև նկուղ։ Հնարավոր է սակարկություն։",Dec-15-2022_22-58,Playground,Outdoor parking,By agreement,"Yard view, street view",Fridge,https://list.am/en/item/18686486
Stone,Yes,Not available,4,46 sq.m.,1,1,from 3 m,2,Closed balcony,Euro Renovation,"9-րդ փողոց 6, Գյումրի","$23,000",USD,An apartment in Gyumri Mush 2 district is urgently for saleMush 2 districtTranslated from Armenian,Dec-15-2022_22-58,,,Available,,,https://list.am/en/item/18632666
Stone,Yes,Not available,4,77 sq.m.,3,1,from 3.2 m,2,Open balcony,Partial Renovation,Shirak › Gyumri,"$44,000",USD,"Urgent sale!The apartment is located in the city of Gyumri, Shirak marz, RA, in the Textile district. Address: A. Isahakyan street 4b building 55 apartments (building in front of the swimming pool) The apartment is on the 2nd floor of a newly built building. The building was built in 2004. The area is 77 square meters. It is a meter. The ceilings of the apartment are high, the windows are south facing, it is a very dry and warm apartment. Currently under renovationIt is 3.5 km (5-10 minutes) from the apartment to the central (Vardanants) square of Gyumri.Translated from Armenian",Dec-15-2022_22-58,,,Not available,,,https://list.am/en/item/18502661
Monolith,Yes,Not available,4,60 sq.m.,2,2,from 2.75 m,4,Closed balcony,Euro Renovation,"13-րդ փողոց 6Վ, Գյումրի","$40,000",USD,"Address: Ani district. 13 str. 6 V. Building (next to Bassen store), 2-room privatized k, b, h, 4/4 floor, renovated, parquet, /паркет из дуба /individual heating system, very high-quality iron door (expensive), dry basement,with euro windows, the electrical cables have been completely changed to copper, the roof has been repaired, it has no problems, it is dry and has the possibility of an attic, there is a usable part on the large roof, it is a well-lit, comfortable apartment (there is a playground in the yard) It is also possible to exchange with a private house in Gyumri, Yerevan or neighboring regions in normal condition, or with a 1-room apartment on the first floor, for an additional fee. Read in detail before calling. Call real buyers, don't call nonsenseTranslated from Armenian",Dec-15-2022_22-58,,,Not available,,,https://list.am/en/item/18483791
Stone,No,Not available,2,108 sq.m.,4,1,from 2.7 m,2,Not available,No Renovation,"Ղանդիլյանի փողոց, Գյումրի","$20,000",USD,"Apartment for salec. Gyumri, Ghandilyan street108 square meters. Total area2/2nd floor4 roomsStoneUnrepairedUtility with all amenitiesLightEast-WestSelling price: $20,000Translated from Armenian",Dec-15-2022_22-58,,,Not available,,,https://list.am/en/item/18725873
Panels,No,Not available,4,85 sq.m.,3,1,from 2.8 m,4,Open balcony,Cosmetic Renovation,"Minas Avetisyan street, Gyumri","$45,000",USD,"A 3-room apartment is for sale on Minas Avetisyan street. Warm, bright. Sale with garage. 4th floor.There is no heating system installed.Translated from Armenian",Dec-15-2022_22-58,,,Available,,,https://list.am/en/item/18569543
Monolith,No,Not available,4,100 sq.m.,4,1,from 2.8 m,4,Closed balcony,Cosmetic Renovation,Shirak › Gyumri,"$41,000",USD,"""K-430"" 4-room apartment for sale in Gyumri, district 58. The windows are partially replaced, the floor is laminate, tile and kavrolin, the interior doors are wooden, the entrance door is iron. It is equipped with all utilities. It has two closed balconies. Exchange with real estate in Yerevan is also possible.For details, you can call the mentioned phone numbers.Translated from Armenian",Dec-15-2022_22-58,,,By agreement,,,https://list.am/en/item/18554337
Stone,No,Not available,4,80 sq.m.,3,1,from 2.8 m,2,Open balcony,Old Renovation,"Ахурянское шоссе 2А, Гюмри","100,000 ֏",AMD,В аренду 3 комнатное кв. Чистый и светлое дом. Есть все необходимые вещи. На этот номер есть вабсаб и вайбер. ГЮМРИ КАЛИНА маркети димац,Dec-15-2022_22-58,,,Available,"Yard view, street view","Fridge, stove, washing machine",https://list.am/en/item/15400149
Monolith,No,Not available,3,88 sq.m.,3,1,from 2.7 m,2,Multiple balconies,Partial Renovation,"Մինաս Ավետիսյանի փողոց 7, Գյումրի","14,000,000 ֏",AMD,"A 3-room apartment with all utilities, euro windows and a heating system is for sale. Water lines and electric wires have been replaced. It has 2 balconies, one of which is closed. The apartment also has a large and  convenient  vault .Translated from Armenian",Dec-15-2022_22-58,,,Not available,,,https://list.am/en/item/18556315
Stone,No,Not available,4,63 sq.m.,3,1,from 2.7 m,3,Open balcony,Major Renovation,Shirak › Artik,"$30,000",USD,"A 2-room apartment converted into an apartment is for sale in 3 Shirak Marz city Artik. Communal renovated, with all property and appliances. There is a separate heating system, an open balcony and a storage room.Translated from Armenian",Dec-15-2022_22-58,,,Available,Street view,"Fridge, stove, washing machine",https://list.am/en/item/18724212
Monolith,No,Not available,4,99 sq.m.,5,1,from 2.8 m,2,Not available,Designer Renovation,"Մուշ 2 թաղամաս 7/1, Գյումրի","$87,000",USD,"The apartment is for sale with a basement of 60 square meters, a garage, a summer sitting area (besetka) and an orchard. The basement is also suitable as a storage or additional room. The building is renovated from the outside with energy-efficient materials, the apartment is also renovated with energy-efficient materials. An apartment with the advantages of a private house.Translated from Armenian",Dec-15-2022_22-58,,Garage,By agreement,"Yard view, street view, park view",,https://list.am/en/item/18593539
Stone,No,Not available,5,71 sq.m.,3,1,from 2.8 m,5,Multiple balconies,Old Renovation,Shirak › Artik,"$10,500",USD,"Продается квартира в г. Артик в районе Лмбад!3 комнатная квартира на 5 этаже + чердак!Без ремонта! Два балкона71 кв2Квартира находится потадресу Г. Артик, ул лмбат2, 13дТОРГ",Dec-15-2022_22-58,,,,,,https://list.am/en/item/18444766
Stone,No,Not available,4,44 sq.m.,2,1,from 2.8 m,1,Closed balcony,Partial Renovation,"Մուսայելյան փողոց 169, Գյումրի","11,000,000 ֏",AMD,"1 + 1 room apartment for sale in the center of Gyumri city, next to Tigran Mets restaurant. The apartment also has a basement. Price: Negotiable. Call the indicated phone number.Translated from Armenian",Dec-15-2022_22-58,,Outdoor parking,By agreement,Yard view,"Fridge, stove",https://list.am/en/item/18598860
Stone,No,Not available,4,89 sq.m.,4,1,from 2.7 m,4,Open balcony,Euro Renovation,"Արևելյան փողոց 1, Գյումրի","$35,000",USD,"The house is in excellent condition, the roof has been repaired, call for details. Address Airport district.Translated from Armenian",Dec-15-2022_22-58,,,Partial Furniture,,,https://list.am/en/item/18485897
Monolith,No,Available,9,65 sq.m.,2,1,from 3 m,7,Open balcony,Old Renovation,"Bulvarain street, Gyumri","$14,500",USD,"The house is on the 7th floor of a 9-story building. It needs to be repaired, there is gas, electricity, water. The doors and windows inside the house are made of wood, the outer door is made of iron.Translated from Armenian",Dec-15-2022_22-58,,,,,,https://list.am/en/item/18518904
Bricks,No,Not available,5,72 sq.m.,3,1,from 2.8 m,3,Closed balcony,Partial Renovation,"11-րդ փողոց 10Б, Գյումրի","$35,000",USD,"Enjoying a 3-room apartment with a large corridor. Open and closed with 2 balconies, sunny, bright, with central heating system, 3rd floor, brick seismic building, for details call...Translated from Armenian",Dec-15-2022_22-58,,,Available,,,https://list.am/en/item/18667352
Stone,Yes,Not available,4,40 sq.m.,1,1,from 2.7 m,1,Not available,Euro Renovation,Shirak › Gyumri,"$25,000",USD,"Mush 2 blocks, 1 room, suitable for a shop, hairdresser, office, and other purposes, the location is east, with all utilities, euro window, laminate, tiled bathroom, heating system, also exchange with an apartment in block 58, call for questionsTranslated from Armenian",Dec-15-2022_22-58,,,Not available,,,https://list.am/en/item/18505475
Stone,Yes,Not available,4,65 sq.m.,3,1,from 2.75 m,2,Open balcony,Euro Renovation,Shirak › Gyumri,"$35,000",USD,"Mush 2/2 block, 3 rooms, utility with all amenities, 2nd floor, east-west, euro windows, laminate wall, tiled bathroom, iron door, basement, also exchange with apartment in block 58, call for questionsTranslated from Armenian",Dec-15-2022_22-58,,,Available,,,https://list.am/en/item/18425839
Stone,No,Not available,2,87 sq.m.,4,1,from 2.75 m,1,Not available,No Renovation,"Մհեր Մկտրչյանի փողոց, Գյումրի","$36,000",USD,A 4-room apartment is for sale in the Textile district of the city. The windows are Euro.Translated from Armenian,Dec-15-2022_22-58,Playground,Garage,By agreement,"Yard view, park view",,https://list.am/en/item/18679472
Monolith,No,Not available,4,103 sq.m.,4,1,from 2.8 m,2,Multiple balconies,Major Renovation,Shirak › Gyumri,"$60,000",USD,"District 58, near Karmir Khach. Clean, good house, iron door wires have been changed and fixed. Partial works are available upon request. Call for more information.Translated from Armenian",Dec-15-2022_22-58,Playground,Outdoor parking,By agreement,"Yard view, street view",Fridge,https://list.am/en/item/18674623
Stone,No,Not available,4,80 sq.m.,3,1,from 2.7 m,4,Multiple balconies,Cosmetic Renovation,"Vazgen Sargsyan street 10ա, Gyumri","$38,000",USD,"Apartment for rent and salec. Gyumri, Vazgen Sargsyan80 square meters. Total area4/4th floor3 + 1 roomStoneLightWith a heating systemUtility with all amenitiesWith hot and cold waterWith propertyBy techniqueOpen balconyRental price: AMD 120,000Selling price: $38,000Translated from Armenian",Dec-15-2022_22-58,,,By agreement,,,https://list.am/en/item/18721427
Stone,No,Not available,5,70 sq.m.,3,1,from 3 m,3,Open balcony,Partial Renovation,Shirak › Artik,"8,900,000 ֏",AMD,"Read carefully, just call! The apartment is located in Shushi Mile, it is the first building on the newly constructed road of the city stadium, the open balcony faces the military unit. The apartment is on the third floor, neighbors live on all sides, it is a very warm and sunny apartment. It is a solid and quality built building. The streets adjacent to the building are paved, there is external lighting. The parquet is of high quality, it does not need to be varnished. The kitchen window has been changed to a European window, the balcony of the room has also been changed, together with the door, it is a European window. It has a large storage room, where a cabinet is assembled, it can serve as a wardrobe or a pantry. The apartment is sold without property. The price will be slightly negotiated with a real buyer.Translated from Armenian",Dec-15-2022_22-58,,,,,,https://list.am/en/item/18399347
Stone,No,Not available,4,60 sq.m.,2,1,from 2.7 m,1,Not available,Cosmetic Renovation,"Խրիմյան Հայրիկ, Գյումրի","$31,000",USD,"Apartment for salec. Gyumri, Khrimyan Hayrik60 square meters. Total area4/1st floor2 roomsStoneUtility with all amenitiesState conditionLightOn the sunny sideSelling price: $31,000Translated from Armenian",Dec-15-2022_22-58,,,Not available,,,https://list.am/en/item/18721303
Stone,No,Not available,2,80 sq.m.,3,1,from 2.8 m,1,Not available,Designer Renovation,"Улица Таманяна, Гюмри","$60,000",USD,"A designer renovated 3-room apartment is for sale on Tamanyan street (Textile district)1 bedroom, 1 living room, the basement is renovated and can be used as a bedroom. Sold together with the property.For details, call the indicated number. Agency.Translated from Armenian",Dec-15-2022_22-58,,,Available,,"Fridge, stove, washing machine, drying machine",https://list.am/en/item/18672848
Panels,No,Not available,5,47 sq.m.,1,1,from 2.8 m,1,Not available,Old Renovation,"Улица Паруйра Севака, Гюмри","$18,000",USD,A 1-room apartment is for sale on Paruyr Sevak street (district 58)State condition without repairs.Call the agency for details.Translated from Armenian,Dec-15-2022_22-58,,,Not available,,,https://list.am/en/item/18682464
Panels,No,Not available,5,74 sq.m.,3,1,from 2.8 m,1,Open balcony,Partial Renovation,"Улица Камо, Гюмри","$28,500",USD,"2 + 1 room apartment for sale on Kamo street, 74 square meters.First floor.For details, call the agency at the indicated phone number.Translated from Armenian",Dec-15-2022_22-58,,,By agreement,,,https://list.am/en/item/18672830
