Type,Land Area,Address,Price,Currency,Description,Datetime,Service Lines,Links
For General Purpose,"11,000 sq.m.",Ararat › Artashat,"$180,000",USD,"11000 square meters fenced areaThere is three-phase currentirrigation water. Possibility of drinking water3-storey detached house partially renovatedsummer kitchenoutdoor paviliontoaster, sieve, 9-cubic fruit cooler, well 5 tonsbarn 280 square meters, next to the barn there is a guard house of 24 square meters.There are 100 apricot trees, 50 other fruit trees, grape vines in the area.The area is locatedOn the Artashat-Narek roadTranslated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/18117566
For Residential Development,800 sq.m.,Ararat › Masis,"$5,000",USD,Urgent land for sale near the houseTranslated from Armenian,Nov-25-2022_01-01,,https://list.am/en/item/17977242
Agricultural,3500 sq.m.,"Yerevan street, Marmarashen","3,000,000 ֏",AMD,"Vineyard In Marmarashen, there are various types of grapes with 15-year yield, as well as fruit trees.Urgently negotiableTranslated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/18230434
For Residential Development,400 sq.m.,"2-րդ փողոց 15, Մասիս","$30,000",USD,400 sq/m plot of land for sale On Masis 2nd StreetTranslated from Armenian,Nov-25-2022_01-01,,https://list.am/en/item/18328543
Agricultural,3500 sq.m.,Ararat › Sayat-Nova,"$3,500",USD,"3,500 square meters of land is for rent in Sayat-Nova village of Ararat marz (17 km from Yerevan, 7 km from Nerkin Charbakh) For details, call the indicated number.Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/18145094
Agricultural,220 sq.m.,"17-րդ փողոց 7, Արբաթ","$9,000",USD,Land privatization 2200 square metersTranslated from Armenian,Nov-25-2022_01-01,,https://list.am/en/item/17368081
Agricultural,5200 sq.m.,Ararat › Masis,"$6,500",USD,"Land for sale at the beginning of the road from Masis to Ranchpar, it has permanent water, the price is negotiableTranslated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/18081360
For Residential Development,6000 sq.m.,"Հովհաննես Շիրազի փողոց 14, Սայաթ-Նովա","$20,000",USD,"The land is flat, intended for building a residential house. Located on the river bank. Suitable for building lakes or barns. It is 10 km away from Yerevan.Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/17668583
For General Purpose,2000 sq.m.,Ararat › Arbat,"2,200,000 ֏",AMD,Land with fertile soilGood climatic conditions for growing cropsCan get a building permit (farm or other)It makes sense to bargain on the spotTranslated from Armenian,Nov-25-2022_01-01,,https://list.am/en/item/17866040
Agricultural,5000 sq.m.,"Արտաշատի խճուղի 1/1, Երևան","$12,000",USD,The railway station is located in a private property next to the recently opened market.Translated from Armenian,Nov-25-2022_01-01,,https://list.am/en/item/18055220
For Residential Development,"11,000 sq.m.",Ararat › Artashat,"$24,000",USD,"The plot of land is located in the village of Hovtashen in the outskirts of the city, in the west of the newly opened market, the type of land is private, at the moment it is planted with alfalfa, it has 2 documents, half, half separately, the price is 24,000Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/18072170
For Residential Development,400 sq.m.,Ararat › Norabats,"$25,000",USD,"Продается земельный участок с прекрасным видом на гору Арарат 400кв в ново-открытом районе Норабаце расположенном в 1 км от города Ереван, участок расположен в самом начале рядом с новостроями, есть комуникации вода и свет",Nov-25-2022_01-01,,https://list.am/en/item/18235809
Agricultural,3000 sq.m.,"2-я улица 2, Масис","$4,500",USD,Сельский земля 3000 кв метр удобно для любой целли если интересует звани.,Nov-25-2022_01-01,,https://list.am/en/item/16849875
For Residential Development,950 sq.m.,Ararat › Vanashen,"$2,000",USD,Land near the house in Vanashen (Taytan) community. Currently used for horticultural purposesTranslated from Armenian,Nov-25-2022_01-01,,https://list.am/en/item/17337669
Agricultural,2700 sq.m.,"Yerevan Highway 10, Nor Kyurin","$6,000",USD,"Urgent sale of a plot of land with natural gas, electricity, drinking spring water 50m. At a distanceTranslated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/17954024
For Residential Development,1000 sq.m.,Ararat › Lanjazat,"$25,000",USD,"1000 meters of land near the house, with fruit trees, permanent drinking and irrigation water. The area is located on the road to Garni, next to Garni Lake.Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/17792273
For Residential Development,700 sq.m.,Ararat › Dashtavan,"$11,000",USD,"CODE— BB720:Land for saleArarat region, Dashtavan village• Area of 700 square meters• Near the house_• Communications are availableTranslated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/16942052
Agricultural,3500 sq.m.,"Artashat roadway, Burastan","6,500,000 ֏",AMD,Line 1 on the Yerevan-Artashat highwayTranslated from Armenian,Nov-25-2022_01-01,,https://list.am/en/item/18090303
Agricultural,600 sq.m.,Ararat › Getapnya,"$20,000",USD,"BB1152Land for saleArarat, Getapnya• 600 square meters area_• rural significance•fruit trees• 20m frontageTranslated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/18324155
For Residential Development,1000 sq.m.,Ararat › Ararat,"$4,000",USD,Земельный участок для застройки,Nov-25-2022_01-01,,https://list.am/en/item/18323718
For Residential Development,800 sq.m.,"1-ին փողոց 1, Նորաբաց","$35,000",USD,"2 plots of land are for sale: The first is on the highway, the second is on the secondary street.The price of the first plot of land is $35,000, the second is $25,000Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/16746800
For Residential Development,3500 sq.m.,Ararat › Masis,"$39,300",USD,"Large plot of land with the right to build.It is located in the administrative area of Masis city, 17 km from the center of Yerevan, 9 km away from Charbakh.There are many residential houses nearby, it is connected to the asphalt road. Gas, drinking water, electricity. Energy communications are at a distance of 50-100 m.It is a flat area.It is suitable for building a good large private house, as well as for carrying out any type of activity: Greenhouse, barn, slaughterhouse, furniture factory, etc.Price: 1 sq. M. M = 5,600 AMD.It is not final, we will adapt/ negotiable /.It is possible to exchange the apartment or 2013. With a car higher than you, at an additional cost by you or us.Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/13444717
Agricultural,1000 sq.m.,Ararat › Artashat,"700,000 ֏",AMD,"Land in ""Artashat"" district of Artashat city, Ararat region.Located near the vineyards of the Proshyan Brandy Company.The area is 1000 m. Sq.: Has irrigation water.Coordinates: 39 ° 59'23.56152 ""44 ° 33'9.83798""It is possible to build agricultural buildings on the landgreenhouse,refrigerator,warehouse,poultry house,barn and other.In Artashat, Land, garden, Artashat, Aygi, taken plot, yard, ArtashatTranslated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/5298415
For Residential Development,1000 sq.m.,Ararat › Sipanik,"$12,000",USD,"Land for saleArarat, Sipanik• Area of 1000 square meters• 44 sq. M. Unfinished building_• Houses nearby• Utilities are availableCode BB703Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/16885768
For Residential Development,1000 sq.m.,Ararat › Hayanist,"$12,000",USD,"Վաճառվում է 1000 քմ մակերեսով տնամերձ հողատարածքԱրարատ, ՀայանիստՄասիս Էջմիածին մայրուղուն մոտ️2-րդ գիծԿոդ BB419",Nov-25-2022_01-01,,https://list.am/en/item/16289437
For Residential Development,1000 sq.m.,Ararat › Darakert,"7,500,000 ֏",AMD,"Code-BB1085Land for saleArarat, Darakert/1 km from Charbakh/• 1000 square meters area_• close to home• availability of utilitiesTranslated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/18111259
Agricultural,700 sq.m.,Ararat › Geghanist,"$17,000",USD,"BB665 700 sq. M. Agricultural land is for saleGeghanist village, Ararat regionSuitable for various activitiesagricultural significance has changed to agricultural productionTranslated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/16777703
For Residential Development,700 sq.m.,Ararat › Nor Kharberd,"$15,000",USD,"Land for saleArarat, Nor Kharberd• Area of 700 square meters• Near the house_• Communications are closeCode BB590Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/17009304
Agricultural,3000 sq.m.,Ararat › Ayntap,"$17,000",USD,Aintap city of Ararat region/near the bridge/village land30 meters in2 linesCode BB1059Translated from Armenian,Nov-25-2022_01-01,,https://list.am/en/item/18055248
Agricultural,"10,000 sq.m.",Ararat › Armash,"$6,700",USD,"There is no problem with the documents.Irrigation water is available.ExchangeFor details, you can call the indicated phone number.Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/17938552
Agricultural,5100 sq.m.,"Jrashen 2nd street, Jrashen","$20,000",USD,"Orchard with fruit apricot trees for sale, there is also an additional area of 2500-3000 sq. M., the orchard has 5100 sq. M., has about 60 fruit trees, there are facilities, I will bargain the real buyer after seeing the orchard on the spot, call for detailsTranslated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/17668441
For Residential Development,1000 sq.m.,Ararat › Darbnik,"$10,000",USD,"1000 square meters of land for sale,Fenced, orchard, has light,Artisanal water, possibility to draw gas.Call for detailsTranslated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/16520587
For Residential Development,1000 sq.m.,Ararat › Ranchpar,"$4,000",USD,"The land is located in Ranchpar village, Nor District. Price is negotiable for real buyersTranslated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/17862196
For Residential Development,1200 sq.m.,Ararat › Vedi,"$21,100",USD,Земля 1200 квадрат имеет заборы трёхметровый имеет два хода Место назначения в первой линии,Nov-25-2022_01-01,,https://list.am/en/item/18319895
Agricultural,5200 sq.m.,"Yerevan street, Marmarashen","$15,600",USD,"The land is located in Ararat Marz. There are 26 apricot trees in the area of 5,200 square meters in MarmarshenFor more information callTranslated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/18194652
For Residential Development,1000 sq.m.,Ararat › Masis,"$15,000",USD,"Հողատարածքը գտնվում է Արարատի մարզի Դարակերտ գյուղում։ Երևանից (зборный пункт) 5կմ հեռավորության վրա։ Կա 5 տնամերձ հող 1000-ական մ/ք։Հարմար է ջերմոցներ կառուցելու, նաև բերք մշակելու համար։",Nov-25-2022_01-01,,https://list.am/en/item/16266558
For Residential Development,800 sq.m.,Ararat › Masis,"$8,000",USD,"A plot of land near the house is urgently for sale in the village of Nizami, Masisi region. Gas, water, electricity.Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/18184615
