Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Address,Price,Currency,Description,Datetime,Parking,Appliances,Window Views,The House Has,Links
Panels,No,Available,5,67 sq.m.,4,1,from 2.5 m,2,Open balcony,Available,Partial Renovation,"1district, Metsamor","$22,000",USD,There is no closed option to call for detailsTranslated from Armenian,Nov-25-2022_14-05,,,,,https://list.am/en/item/18203969
Stone,No,Not available,5,89 sq.m.,3,1,from 2.8 m,3,Open balcony,Not available,Old Renovation,Armavir › Echmiadzin,"$45,000",USD,"AS069:K. A 3-room apartment on the 5th/3rd floor is for sale in the Charents district of Etchmiadzin. The shared apartment is in need of repair, but is in a clean condition. The apartment is not equipped with gas, the area is 89 square meters. Is. The cost is $45,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-25-2022_14-05,,,,,https://list.am/en/item/18169239
Stone,No,Not available,5,105 sq.m.,4,1,from 2.75 m,4,Open balcony,,Cosmetic Renovation,Armavir › Echmiadzin,"$100,000",USD,"The apartment is located in the center of the city, has light, water, gas, has an open balcony, is located in a stone building, renovated, ceiling height 2.75 m.Translated from Armenian",Nov-25-2022_14-05,,,,,https://list.am/en/item/17944112
Stone,No,Not available,5,62 sq.m.,2,1,from 2.75 m,3,Closed balcony,,Major Renovation,"Vazgen Arajin street, Vagharshapat","$60,000",USD,"In the center, fully renovated, baxi. On facebook Real estate in Ejmiatsin - Ansharj guyq EjmiacnumCode B-1090Translated from Armenian",Nov-25-2022_14-05,,,,,https://list.am/en/item/17316335
Stone,No,Not available,4,66 sq.m.,3,1,from 2.6 m,2,Open balcony,,No Renovation,Armavir › Echmiadzin,"$57,000",USD,"The apartment is located in the central part of Etchmiadzin, in a stone building, in average condition, it has all utilities, the ceiling height is 2.60 m, it has an added area of 46.7 square meters, the total area is 112.3 square meters, it needs renovation.Translated from Armenian",Nov-25-2022_14-05,,,,,https://list.am/en/item/18177618
Stone,No,Not available,5,80 sq.m.,3,1,from 2.75 m,4,Multiple balconies,,Cosmetic Renovation,Armavir › Echmiadzin,"$48,000",USD,"At the beginning of Zvartnots, Etchmiadzin, a 3-room apartment is for sale on the 4th floor of a 5-storey stone building. It has euro windows, a balcony with closed and open balconies, a fireplace.Code 18195Translated from Armenian",Nov-25-2022_14-05,,,,,https://list.am/en/item/17667459
Stone,No,Not available,5,82 sq.m.,3,1,from 2.8 m,5,Open balcony,Not available,Partial Renovation,Armavir › Echmiadzin,"$65,000",USD,"AS057:K. A 3-room apartment on the 5th/5th floor is for sale on Mashtots Street in Etchmiadzin. The windows of the apartment have been changed, the walls are painted, the floor is parquet, the roof is in ideal condition, and there is an open balcony. The total area is 82 square meters. The cost is $65,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-25-2022_14-05,,,,,https://list.am/en/item/18164790
Stone,No,Not available,5,116 sq.m.,3,1,from 2.8 m,3,Open balcony,,Old Renovation,"Mesrop Mashtots street 14, Vagharshapat","$60,000",USD,4 rooms. 36 sq. M. Added open balcony. Baxi: Heated floor. Basement.Code BE-7054Translated from Armenian,Nov-25-2022_14-05,,,,,https://list.am/en/item/16937332
Stone,No,Not available,5,103 sq.m.,4,1,from 3 m,5,Open balcony,Not available,Major Renovation,Armavir › Echmiadzin,"$110,000",USD,"AS071:K. A 5-room apartment is for sale in the same square of Etchmiadzin. The apartment is provided with all utilities, it is sold with all the property and equipment. The total area is 103 square meters, there is a stone garage and 2 basements. The cost is $1,100,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-25-2022_14-05,,,,,https://list.am/en/item/17971781
Stone,Yes,Not available,5,54 sq.m.,2,1,from 3 m,2,Open balcony,,Old Renovation,"Hanrapetutyun street, Armavir","16,000,000 ֏",AMD,The apartment is in good condition.Code 0031Translated from Armenian,Nov-25-2022_14-05,,,,,https://list.am/en/item/17588092
Stone,No,Not available,5,54 sq.m.,2,1,from 2.75 m,4,Not available,,No Renovation,Armavir › Echmiadzin,"$45,000",USD,"Բնակարան Էջմիածնում, բնակարանը ունի կոմունալ բոլոր հարմարությունները, ավելացված 50 քմ -ով 2 սենյակը ձևափոխված է 3-ով, ընդհանուր վկայականով 105 քմ է:",Nov-25-2022_14-05,,,,,https://list.am/en/item/16323990
Stone,No,Not available,5,68 sq.m.,4,1,from 2.6 m,4,Closed balcony,,Partial Renovation,Armavir › Echmiadzin,"$65,000",USD,"A 3-room apartment with a closed balcony-room is for sale on the 4th floor of a stone building, on Mashtots street, Echmiadzin, not far from the square. It has euro windows, the opportunity to advance - 72 square meters, concrete (it is in the picture)Translated from Armenian",Nov-25-2022_14-05,,,,,https://list.am/en/item/17652771
Panels,Yes,Not available,5,68 sq.m.,2,1,from 2.7 m,2,Open balcony,By agreement,No Renovation,"Shahumyan street, Armavir","$57,000",USD,"2-room apartment for sale. Savor apartment. Apartment. It has: Heating system, newly renovated bathroom, quality iron door, open balcony, which has 38 sq. M. Մ. It is legal to add, there is a drawing in the drawing. It has a basement and storage room. It is possible to rent it for 150,000 AMD per monthTranslated from Armenian",Nov-25-2022_14-05,,,,,https://list.am/en/item/14137938
Stone,No,Not available,4,62 sq.m.,2,1,from 2.6 m,2,Open balcony,,Major Renovation,Armavir › Echmiadzin,"$32,000",USD,"At the beginning of Etchmiadzin Nurseries, a clean 3-room apartment converted into 2 is for sale on the 2nd floor of a stone building. In the back there is about 180 square meters of cultivated garden.Code 17938Translated from Armenian",Nov-25-2022_14-05,,,,,https://list.am/en/item/17202427
Stone,No,Not available,4,50 sq.m.,2,1,from 2.6 m,4,Open balcony,,Old Renovation,Armavir › Echmiadzin,"$48,000",USD,"In Etchmiadzin, near Mashtots club, on the 1st floor of a stone building, a 3-room apartment converted into 1 is for sale very urgently. It has a yard with a separate entrance from the building, basement, land, garage, etc. Due to its location in a busy place, it can also be used as an office, hair salon, etc.Code 18005Translated from Armenian",Nov-25-2022_14-05,,,,,https://list.am/en/item/17656171
Panels,No,Not available,5,61 sq.m.,2,1,from 2.75 m,5,Open balcony,,Old Renovation,Armavir › Echmiadzin,"$35,000",USD,"The apartment is located in Charents district, it has all utilities, the ceiling height is 2.75m, it has an open balcony, the roof is repaired, it has a basement and a pantry.Translated from Armenian",Nov-25-2022_14-05,,,,,https://list.am/en/item/18141869
Stone,No,Not available,5,78 sq.m.,3,1,from 2.7 m,3,Open balcony,Not available,Old Renovation,Armavir › Echmiadzin,"$65,000",USD,"AS064:K. A 3-room apartment on the 5th/3rd floor is for sale on Baghramyan Street in Etchmiadzin. The apartment is cosmetically renovated. The cost is $65,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-25-2022_14-05,,,,,https://list.am/en/item/18139050
Stone,No,Not available,5,72 sq.m.,3,1,from 2.7 m,5,Open balcony,Not available,Cosmetic Renovation,Armavir › Echmiadzin,"$50,000",USD,"On the central street of Etchmiadzin, a sunny 3-room apartment converted into 2 is for sale on the 5th floor of a 5-story stone building. It has 2 open balconies, one of which faces the street, the other one faces the yard, baxi, air conditioner, euro, giant chula, etc.Code 17239Translated from Armenian",Nov-25-2022_14-05,,,,,https://list.am/en/item/12598186
Stone,No,Not available,5,103 sq.m.,5,1,from 2.7 m,5,Open balcony,,Euro Renovation,Armavir › Echmiadzin,"$110,000",USD,5-room apartment on the 5th floor is for sale in Etchmiadzin SquareCode 16786Translated from Armenian,Nov-25-2022_14-05,,,,,https://list.am/en/item/13843392
Stone,No,Not available,5,67 sq.m.,2,1,from 2.7 m,4,Open balcony,,Old Renovation,Armavir › Echmiadzin,"$50,000",USD,"The apartment is in the central part of Etchmiadzin, it has all utilities, it is located in a stone building, it has an added part, the total area is 100 square meters.Translated from Armenian",Nov-25-2022_14-05,,,,,https://list.am/en/item/18130067
Stone,No,Not available,5,78 sq.m.,3,1,from 3 m,1,Multiple balconies,Not available,Old Renovation,Armavir › Echmiadzin,"$43,000",USD,"At the very beginning of Boin (in front of the park), the ground floor has a large balcony and a garden. There is a possibility to add on both sides. The entire house is dug under (padwal) It is also suitable for a shop and other activities. With a stone garage, the price is 47.0000Translated from Armenian",Nov-25-2022_14-05,,,,,https://list.am/en/item/18127083
Stone,No,Not available,5,88 sq.m.,3,1,from 3 m,2,Open balcony,Not available,Old Renovation,"Yeghishe Charents Street, Vagharshapat","$50,000",USD,"Cash only, K. Etchmiadzin, Charents district. In the beginning, building 9, 3-room apartment, very bright house, 80 sq. M. M + 8q. M addedTranslated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18551095
Stone,No,Not available,5,58 sq.m.,2,1,from 3 m,1,Not available,Not available,Cosmetic Renovation,"Baghramyan street, Vagharshapat","$50,000",USD,"K. A 2-room apartment on the 5/1st floor is for sale on Baghramyan Street in Etchmiadzin. The apartment has not been renovated, but is in a clean condition. All utilities are available and air conditioning is installed. The cost is $50,000.Translated from Armenian",Dec-15-2022_22-57,Outdoor parking,Air conditioner,"Yard view, street view, city view",,https://list.am/en/item/18727114
Stone,No,Not available,5,38 sq.m.,2,1,from 2.75 m,4,Not available,Partial Furniture,Euro Renovation,Armavir › Echmiadzin,"$40,000",USD,"For sale, Ejmiadzin Charents 7 building with partial ownership. Currently rentedTranslated from Armenian",Dec-15-2022_22-57,Outdoor parking,,"Yard view, street view, city view, park view",Playground,https://list.am/en/item/18726676
Stone,No,Not available,5,58 sq.m.,2,1,from 3 m,1,Not available,Not available,Old Renovation,Armavir › Echmiadzin,"$50,000",USD,"2 bedroom apartment on the first floor of a stone building at Baghramyan 16, 58 square metersTranslated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18711685
Stone,No,Not available,5,107 sq.m.,4,1,from 3 m,1,Open balcony,Available,Partial Renovation,"Ծովակալ Իսակովի պողոտա, Երևան","$57,000",USD,"A house is for sale in the village of Parakar, Armavir marz, 2 Makhingortsneri street. 2-bn. 5-storey building in front of Gai post office, with communal facilities, call for details.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18422932
Stone,Yes,Not available,2,180 sq.m.,3,1,from 3 m,2,Open balcony,By agreement,Partial Renovation,Armavir › Parakar,"$150,000",USD,"Three beds, each bed 22 square meters, living room 45 square meters, kitchen 16 square metersTranslated from Armenian",Dec-15-2022_22-57,Outdoor parking,,View of Ararat,,https://list.am/en/item/18677752
Panels,No,Not available,5,71 sq.m.,3,1,from 3 m,5,Multiple balconies,Not available,Old Renovation,Armavir › Armavir,"$27,000",USD,The apartment has 3 rooms5/5 floorHas 3 large balconies old renovationNegotiableHURRY!Translated from Armenian,Dec-15-2022_22-57,Outdoor parking,,"Yard view, street view, city view, park view, view of Ararat",Playground,https://list.am/en/item/18611895
Stone,No,Not available,5,78 sq.m.,3,1,from 2.7 m,1,Open balcony,Not available,Old Renovation,Armavir › Tairov,"$42,000",USD,"A 3-room apartment with an area of 78 square meters is for sale, located on the first floor of a 5-story stone building.The apartment is in state condition, has an open and closed balcony, permanent water, iron door, securityTranslated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18724376
Stone,No,Not available,5,67 sq.m.,3,1,from 2.75 m,3,Closed balcony,,Designer Renovation,"Улица Врама Костаняна 8, Вагаршапат","$74,000",USD,"Здравствуйте! Продаю хорошую уютную квартиру с Дизанерским ремонтом! Есть газ, теплая вода, отопление, техника, мебель! Готова к жизни.",Dec-15-2022_22-57,,,,,https://list.am/en/item/18444824
Stone,No,Not available,5,80 sq.m.,3,1,from 2.8 m,3,Open balcony,By agreement,Major Renovation,"Մանուշյան փողոց 10, Վաղարշապատ","$60,000",USD,The apartment is provided with hot and cold water. Sale is possible with partial furniture. It is a sunny and bright apartmentTranslated from Armenian,Dec-15-2022_22-57,,,,,https://list.am/en/item/18686936
Panels,No,Not available,5,48 sq.m.,2,1,from 2.7 m,3,Closed balcony,Available,Partial Renovation,Armavir › Armavir,"50,000 ֏",AMD,"For rent. 1 room with niche.There is property. It is heated with gas. Suitable for up to 3 people. Do not call, write, I will send a picture.Translated from Armenian",Dec-15-2022_22-57,,Washing machine,"Yard view, park view",Playground,https://list.am/en/item/18485896
Panels,No,Not available,5,69 sq.m.,3,1,from 3 m,3,Open balcony,,Major Renovation,"Gortsaranain street 1, Armavir","$40,000",USD,For urgent sale together with the property. There is also an adjacent plot of land intended for a garage. Call Whatsapp ViberTranslated from Armenian,Dec-15-2022_22-57,,,,,https://list.am/en/item/18504944
Stone,No,Not available,9,68 sq.m.,2,1,from 2.6 m,6,Closed balcony,Available,Old Renovation,Armavir › Metsamor,"$27,000",USD,"Old renovated apartment.It is also available for rent urgently for 60,000 AMD for 2 months!Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18585337
