Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Facilities,Appliances,Service Lines,Links,Condition
House,Stone,120 sq.m.,1,4,1,Old Renovation,720 sq.m.,Aragatsotn › Aparan,"$41,000",USD,"Տունը գտնվում է Ապարանի քաղաքապետարանից 500 մ վերև, գլխավոր ճանապարհից 100մ դեպի ձախ՝ Պ. Սևակ փողոցի վրա։ Տան մակերեսը՝ 120քմ, հողատարածքը՝ 750 քմ։ Տունը ունի պտղատու խնձորենիներ, հագեցած է ջրամատակարարմամբ, գազամատակարարմամբ, հոսանքով, բոլոր հաշվիչները տեղադրված են։ Տունը ունի նաև նկուղ, բակում կա փայտանոց։ Մինչև տան մուտքը ճանապարհը ասֆալտապատ է։ Վաճառվում կամ փոխանակվում է այլ անշարժ գույքի հետДом находиться в центре города Апаран, почти 500 метров от мерии города, с централной трассы растояние до дома составляет 200 метров.Дорога до порога дома заасфльтирована.Обурудована водоснабжением, электричеством, газоснабжением, телефонным кабелем, все счетчики имеються.Есть Яблони. I",Nov-25-2022_00-25,,,,,,https://list.am/en/item/16173950,
House,Stone,700 sq.m.,1,5,1,No Renovation,162 sq.m.,Aragatsotn › Ashtarak,"$70,000",USD,"Private house for saleAragatsotn, Nor Yerznyka700/162 square meters1st floor5 roomsbasementfencedgateAsphalt roadwith utilitiesangularCode VM877Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17855411,
,,,,,,,,Aragatsotn › Ashtarak,"€25,000",EUR,Land for sale in Ushi. Near the main road. Wonderful nature. 1300 square meters. It is very convenient for building a house.Translated from Armenian,Nov-25-2022_00-25,,,,,,https://list.am/en/item/17189594,
House,Stone,190 sq.m.,1,3,1,Partial Renovation,1150 sq.m.,Aragatsotn › Oshakan,"30,000,000 ֏",AMD,"The house is located in Oshakan. It has permanent water, gas, garage, garden, productive trees, everything. The house is built on a valley, right after the garden ends, the river begins, beautiful view. Hurry, the price is not affordable.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/18012952,
House,Stone,354 sq.m.,3,8+,2,Partial Renovation,,"Թամազյան փողոց 60, Աշտարակ","$75,000",USD,"Վաճառվում է սեփական տուն հողատարացքով։ Ընդհանուր մակերեսը 1000 քառ. Մ, բնակելին՝354 քառ. Մ։ Առաջին հարկ՝ սենյակ, մառան։ Երկրորդ հարկ ֆոե, հյուրասենյակ, խոհանսց, սանհանգույց։ Երրորդ հարկ՝ ֆոե. , 4 ննջասենյակ, սանհանգույց։ Կա ջուր, հոսանք, կոյուղի։",Nov-25-2022_00-25,Not available,Not available,,,,https://list.am/en/item/13295797,
House,Stone,206 sq.m.,2,7,1,No Renovation,1600 sq.m.,Aragatsotn › Aruch,"$35,000",USD,Kisakaruic Aruchum,Nov-25-2022_00-25,Not available,2 spots,,,,https://list.am/en/item/15824832,
House,Stone,400 sq.m.,2,8+,2,Partial Renovation,1200 sq.m.,Aragatsotn › Aruch,"$30,000",USD,Enriched with zinc krischTranslated from Armenian,Nov-25-2022_00-25,Not available,1 spot,,,,https://list.am/en/item/18283227,
House,Stone,130 sq.m.,1,4,1,Major Renovation,2650 sq.m.,Aragatsotn › Artashavan,"$150,000",USD,"The house is fully renovated, very close to the main road. Euro windows, Garage, entertainment hall, where there is a barbecue, fireplace. There are fruit trees in the area. For more information call: See all our announcements.Code 0111Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/14129228,
House,Stone,155 sq.m.,2,5,1,Partial Renovation,250 sq.m.,"Ղազար Փարպեցու փողոց 44, Աշտարակ","$65,000",USD,"A private house is for sale in Ashtarak. The house has a garage, 5 rooms, an open balcony from which the whole city of Ashtarak with its churches can be seen, and the opposite is Mount Masis. The house has light gas water. Pulled the navel. It is partially repaired and needs to be repaired. Euro windows are installed. It has a plot of land with its fruit trees and grape blossoms. It has a basement. For all other questions you can call or write. I am not a broker, I am the owner.Translated from Armenian",Nov-25-2022_00-25,Not available,1 spot,,,,https://list.am/en/item/17745080,
House,Stone,1300 sq.m.,2,6,2,Partial Renovation,1100 sq.m.,"Mesrop Mashtots street, Ashtarak","$82,000",USD,"Two-storey stone house with good fruit trees, there is a tonir 1st floor, renovated tiled-laminate floor, European-made windows, tiled bathroom, gas, water, individual heating system. For more information callTranslated from Armenian",Nov-25-2022_00-25,By agreement,Not available,,,,https://list.am/en/item/17809235,
House,Stone,280 sq.m.,2,5,2,No Renovation,1280 sq.m.,Aragatsotn › Byurakan,"$40,000",USD,"The fenced 1280 square meter plot of land with a two-story building of 200 square meters is located in the center of Byurakan, near the spring.Is availableDrinking waterDrinking waterGas:ElectricityTranslated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/18301516,
House,Stone,72 sq.m.,1,3,1,Partial Renovation,500 sq.m.,Aragatsotn › Agarak,"$50,000",USD,"A private house is for sale in Agarak community of Aragatsotn marz. It is suitable as a summer house. Land area: 500 square meters, orchard, residential area: 72 square meters. The house has 2 bedrooms, living room, kitchen, bathroom. There is gas, constant hot and cold water, irrigation water. There is also a summer kitchen and cattle shed.Call the following numbers.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/18279768,
Country House,Stone,265 sq.m.,3,5,3+,Euro Renovation,500 sq.m.,Aragatsotn › Aghdzk,"$49,000",USD,"In Ashtarak, in the middle of Dzorap village and Byurakan, in the summer house district of Aghdzk village, a 3-story private house is for sale, the living area of which is 265 square meters, the land area is 500 square meters. The house is renovated, equipped with all utilities, consists of 2 living rooms, kitchen, 3 bedrooms, 3 bathrooms. The 3rd floor is a loft and is used for entertaining, with beautiful views of Mount Ararat. Open balconies are available. The floor is covered with laminate and tiles. Bathrooms are tiled and equipped with plumbing fixtures. The rooms are comfortably furnished and equipped with appliances. The house is provided with electricity and an automatic irrigation water system, it is completely fenced with tuff stone. The yard is well maintained, the floor is paved with stone, there are fruit trees and a vineyard. The house is located 35 km from Yerevan, it is cool and pleasant here in the summer. Price: $49,000, negotiable.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17575419,
House,Stone,165 sq.m.,1,6,2,Partial Renovation,920 sq.m.,Aragatsotn › Ashtarak,"17,000,000 ֏",AMD,Все вапроси по телефону Аштарак Агарак,Nov-25-2022_00-25,,,,,,https://list.am/en/item/17368466,
House,Stone,204 sq.m.,2,5,1,Cosmetic Renovation,1110 sq.m.,Aragatsotn › Aruch,"$48,000",USD,"Կոդ` B-23094Վաճառվում է 2 հարկանի 5 սենյականոց առանձնատուն Արուճում։ Առանձնատունը կոսմետիկ վերանորոգված է, առաջին գիծ։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո։ Առանձնատունն ունի շքապատշգամբ, բաց լոջա, բարեկարգ բակ, այգի՝ պտղատու ծառերով, առանձին գոմ, թոնիր, խորդանոց (18քմ), դարպաս, մշտական ջուր։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։2-storey house for sale in Aruch. The rooms' quantity is 5 (a hall and 4 bedrooms) The house is cosmetically renovated and is stationed on the 1st line. The entrance door is iron-made, the windows are euro-based. The house has 2 balconies, well-maintained yard, garden with fruitful trees, separate barn, tonir, storage-room (18sq. M), gate and is supplied with constant water.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-25,Not available,Not available,,,,https://list.am/en/item/18341449,
House,Stone,180 sq.m.,2,4,2,Partial Renovation,700 sq.m.,Aragatsotn › Ashtarak,"$30,000",USD,По всем вопросам можете звонить.,Nov-25-2022_00-25,,,,,,https://list.am/en/item/17734361,
House,Stone,570 sq.m.,2,5,2,No Renovation,2500 sq.m.,Aragatsotn › Bazmaghbyur,"$67,000",USD,"A private house is for sale in Bazmaghbyur. It is fenced, it has a basement as high as the surface of the house. The basement and first floor have European windows and railings. There is a garage for 2 cars. For details, call the indicated numbers.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/18091871,
House,Stone,3190 sq.m.,2,8+,3+,Old Renovation,420 sq.m.,Aragatsotn › Aparan,"$42,000",USD,"A two-story walled stone house for sale in Aparan community of Aragatsotn in Shenavan village. 3190 square meters of land, operational purpose: Development. Residential house 420 square meters, boiler house 93 square meters, bakery 110 square meters. The ceiling is concrete, the roof is aluminum sheet, the floor is wood. On the 1st floor, 2 garages, 42 square meters, separate bathroom with 2 tiles, bedroom, living room on the 2nd floor, 2 living rooms, 7 bedrooms, corridor, kitchen, bathroom. There is drinking and irrigation water, electricity, gas. A huge orchard with an average annual yield of 3 tons. Suitable for building a recreation area or guest house. Please call for other details.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/18194658,
House,Stone,700 sq.m.,2,8+,2,Designer Renovation,,Aragatsotn › Ashtarak,"$150,000",USD,A two-storey house in the center of Ashtarak is urgently for sale. There is a functioning dental clinic on the first floor. It is also suitable for a restaurant.Translated from Armenian,Nov-25-2022_00-25,Available,1 spot,,,,https://list.am/en/item/18094339,
House,Stone,"10,000 sq.m.",1,5,2,Designer Renovation,343 sq.m.,Aragatsotn › Mughni,"$550,000",USD,"?ℎ?:FOR SALE5 rooms 1:One-storey private house with an area of 10000/343 square metersAragatsotn, MughniPrivate house with an area of 304 m, adjacent with a guest house of 38 m. The house is located 200 meters from St. George Church in Mughni. The house is located on 10000 m / 1 ha / fenced area.It has a 14m x 5m swimming pool, permanent drinking water, gas, sewerage, three-phase electricity and irrigation water.Price: 550,000Code ELITA428Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/16537743,
House,Stone,560 sq.m.,2,3,1,Cosmetic Renovation,250 sq.m.,Aragatsotn › Ashtarak,"$110,000",USD,"2-storey, 3-room private house with an area of 560/250 square meters is for saleAragatsotn, Ashtarak1st floor basementThe 2nd floor is residentialrenovatedheating3 bathroomsgaragefencedCode VM480Translated from Armenian",Nov-25-2022_00-25,Not available,Not available,,,,https://list.am/en/item/16070502,
Country House,Stone,1300 sq.m.,3,6,3+,No Renovation,650 sq.m.,Aragatsotn › Shamiram,"$20,000",USD,"The site is located 700 m after the entrance to Kosh, next to the Arajin highway.Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17983175,
House,Stone,190 sq.m.,2,6,1,Major Renovation,1200 sq.m.,Aragatsotn › Aruch,"$43,000",USD,Renovated has every convenience of heating boiler. Sun panels and a water heater are installed.Translated from Armenian,Nov-25-2022_00-25,,,,,,https://list.am/en/item/15830242,
House,Stone,400 sq.m.,2,6,1,Partial Renovation,230 sq.m.,Aragatsotn › Ashtarak,"$65,000",USD,"Mansion in Ashtarak, call for questions, address K. Ashtarak Hovhannes Tumanyan 2:Translated from Armenian",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17688181,
Country House,Stone,180 sq.m.,3,7,2,No Renovation,1210 sq.m.,Aragatsotn › Orgov,"$60,000",USD,"1. Առանձնատունը գտնվում է Արագածոտնի մարզի Օրգով գյուղում ` Բյուրական գյուղի հարևանությամբ։2. Գտնվում է գլխավոր փողոցի վրա։ Բոլոր առկա կոմունալ հարմարությունները մոտ են։3. Կանաչ գազոն ամբողջ հողամասում և պտղատու ծառեր։ Ընդհանուր հողի մակերեսը 1210 ք/մ։4. Շենքը շարված է 2 տակ տուֆի քարերով։ 12 ամուր սյուների վրա։ (Սեյսմակայուն է մինչև 10 բալ երկրաշարժին) ։5. Շենքում առկա է ավտոտնակ 2 մեքենայի համար։ Մեծ նկուղ։ 2 հյուրասենյակ, 4 ննջարան, 1 խոհանոց, 2 սանհանգույց։ 2 պատշգամբ։6. Հարմար է վերջնական նորոգման և որպես առանձնատուն օրավարձով կամ ամսավարձով տալու համար։7. Հնարավոր է նաև փոխանակում Երևանում բնակարանի հետ։English:1. The private house is located in Orgov village of Aragatsotn region, near Byurakan village. 40 km away from the center of Yerevan․2. Located on the main street. All available utilities are nearby.3. Green grass all over the land and fruit trees. The total land area is 1210 square meters.4. The building is lined with 2 tuff stones. On 12 solid pillars. (Seismic up to 10 magnitude earthquake)5. There is a garage for 2 cars in the building. Large basement. 2 living rooms, 4 bedrooms, 1 kitchen, 2 bathrooms. 2 balconies.6. Suitable for final renovation, as a private house for daily or monthly rent.7. Exchange with an apartment in Yerevan is possible.Русский:1. Частный дом находится в селе Оргов Арагацотнского района, недалеко от села Бюракан. 40 км от центра Еревана։2. Расположен на главной улице. Все доступные коммуникации рядом.3. Зеленая трава по всей земле և фруктовые деревья. Общая площадь земельного участка составляет 1210 квадратных метров.4. Здание облицовано 2 туфовыми камнями. На 12 прочных столбах. (Сейсмическое землетрясение силой до 10 баллов)5. В доме есть гараж на 2 машины. Большой подвал. 2 гостиные, 4 спальни, 1 кухня, 2 ванные комнаты. 2 балкона.6. Подходит под чистовой ремонт, как частный дом для посуточной или помесячной аренды.7. Возможен обмен на квартиру в Ереване.",Nov-25-2022_00-25,,,,,,https://list.am/en/item/17642069,
