Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Address,Price,Currency,Description,Datetime,Land Area,Appliances,Service Lines,Facilities,Links
House,Stone,194 sq.m.,2,5,1,Not available,Not available,No Renovation,"Բաղրամյան պողոտայի 2-րդ փողոց, Վանաձոր","6,100,000 ֏",AMD,Нуждается в капитальном ремонте,Nov-25-2022_00-22,704 sq.m.,,,,https://list.am/en/item/18205105
House,Stone,300 sq.m.,2,4,2,,1 spot,Euro Renovation,Lorri › Stepanavan,"$50,000",USD,"A cottage is for sale, there is 1 living room, 1 kitchen, 2 bathrooms, 3 bedrooms, the house has 2 floors + basement, garage and attached fenced area of 700 sq. M. M plot, furnishedTranslated from Armenian",Nov-25-2022_00-22,700 sq.m.,,,,https://list.am/en/item/18242083
House,Stone,5479 sq.m.,1,3,1,,,Old Renovation,Lorri › Vanadzor,"$26,000",USD,"Own house in Vanadzor district for sale or exchange with a three-room apartment in the city. The house is an old renovation, it needs renovation, it is convenient to add a second floor, it is also convenient to transform it into a private house or guest house. A cozy place away from the noise of the city, 20m away is the botanical garden. It is not adjacent to the neighbors' wall, it has a small garden with fruit trees. There is constant water, gas, electricity and internet.Translated from Armenian",Nov-25-2022_00-22,373 sq.m.,,,,https://list.am/en/item/18143622
House,Stone,2500 sq.m.,1,5,1,Available,Not available,Old Renovation,Lorri › Gargar,"$28,000",USD,Обсудим по телефону,Nov-25-2022_00-22,,,,,https://list.am/en/item/17712334
House,Stone,75 sq.m.,1,4,1,,Not available,Partial Renovation,Lorri › Spitak,"7,200,000 ֏",AMD,"A private house of 480 square meters is for sale. M. With land near the house and 800 square meters. M. With auxiliary land in Spitak city. The price is negotiable. This option is also possible, that is, you pay 70% of the value of the real estate in cash, and you pay 30% within a year, and in this case the price is not negotiable.Translated from Armenian",Nov-25-2022_00-22,480 sq.m.,,,,https://list.am/en/item/18265945
House,Stone,120 sq.m.,1,4,1,,,Old Renovation,Lorri › Shirakamut,"$14,000",USD,"It has ""water"" gas and is located in the center of the villageTranslated from Armenian",Nov-25-2022_00-22,1300 sq.m.,,,,https://list.am/en/item/17685737
House,Stone,245 sq.m.,2,5,1,,,Old Renovation,"7-я улица Тавроса 22, Ванадзор","$28,000",USD,"Срочная продажа! Дом сухой, в хорошем состоянии, требует ремонта. Удобное месторасположение, школа, магазины, остановка поблизости. 5 комнат, санузел в доме, гараж, большой зал над гаражом, подвал. Срочно.",Nov-25-2022_00-22,600 sq.m.,,,,https://list.am/en/item/18279545
Country House,Stone,100 sq.m.,1,3,1,Available,Not available,Euro Renovation,Lorri › Spitak,"$30,000",USD,"Own house for sale in Spitak city, 3 rooms, with all utilities and built-in cupboards. The door of the house is iron, high quality bars are placed on the windows. The garden is cultivated with productive trees. Call for details.Also exchange with car at extra cost on your partTranslated from Armenian",Nov-25-2022_00-22,2000 sq.m.,"FRidge, stove, washing machine","ELectricity, water supply, natural gas, sewerage",,https://list.am/en/item/17499698
House,Stone,100 sq.m.,1,4,1,Not available,Not available,Partial Renovation,Lorri › Stepanavan,"$35,000",USD,"The house is located in the village of Pushkino on the central street, next to the military unit. The area is suitable for a country house (a few km from the Arboretum), there is a structure in the yard suitable for use as a shop. For more information callTranslated from Armenian",Nov-25-2022_00-22,1200 sq.m.,,,,https://list.am/en/item/17597521
House,Stone,240 sq.m.,2,4,2,,,Partial Renovation,"3rd lane 3rd street, Darpas","$120,000",USD,"For sale: 2-storey house, with all utilities (water - hot and cold, electricity, gas, heating - taxi) There is also a 2-room garage for cars, a separate building with 2-room storage, 3 besetkas for eating, drinking and having a good time. There are also more than 1000 types of native trees, unique Christmas trees and tuyas, beautiful statues, etc.Translated from Armenian",Nov-25-2022_00-22,4000 sq.m.,,,,https://list.am/en/item/18338055
House,Stone,240 sq.m.,2,6,1,,,Cosmetic Renovation,"Baghramyan Str, Stepanavan","25,000,000 ֏",AMD,"СРОЧНО! Продаётся дом магазины, в центре г Степанаван, по адресу Бахрамян 27, могазины в данном время задаются и приносят прибыли! Также можно оформить в ипотеку! Рялному покупателя ест не большой Торг, подробно по телефону... Цена окончательно. Это цена до конца месяца",Nov-25-2022_00-22,120 sq.m.,,,,https://list.am/en/item/12891822
House,Cassette,92 sq.m.,2,3,1,Not available,Not available,No Renovation,Yerevan › Shengavit,"6,500,000 ֏",AMD,"Sturdy construction. Quickly assembled house in any of your areas. The construction is in good used condition. The house is warm, strong, comfortable and affordable. 1 floor and masard. There are two options (9.6 sq. M. * 9.6 sq. M.) and (10.3 sq. M. * 8 sq. M.) The roof is new, the windows are new, the windows are new, the bathroom door is euro. It is offered after assembling a beautiful lining. Gathers very quickly.Code fastHomeTranslated from Armenian",Nov-25-2022_00-22,92 sq.m.,,,,https://list.am/en/item/17963054
House,Stone,160 sq.m.,2,5,1,,,Partial Renovation,Lorri › Gyulagarak,"$30,000",USD,"The house is located in the central part of Gyulagarak village on the road leading to the arboretum. The roof has been repaired, the doors and windows have been newly replaced.The house will be exchanged for the carTranslated from Armenian",Nov-25-2022_00-22,2200 sq.m.,,,,https://list.am/en/item/17497069
House,Stone,140 sq.m.,2,5,1,,,Partial Renovation,"Ֆիդայիների փողոց 79-1, Վանաձոր","$25,000",USD,"Newly built two-storey private house in Vanadzor district is for sale. The house is partially renovated, most of the doors and windows have been changed, the roof is new, it is provided with all the utilities: Permanent water, natural gas, city telephone. It does not have a plot of land and a garage, exchange is possible if possible. Price is negotiable. Only real buyers should call...Translated from Armenian",Nov-25-2022_00-22,,,,,https://list.am/en/item/16936553
House,Stone,77 sq.m.,2,3,1,,,No Renovation,Lorri › Hobardzi,"3,300,000 ₽",RUB,The house is located 5. Km away from the arboretum and has cultivated land and fruit trees.Translated from Armenian,Nov-25-2022_00-22,1400 sq.m.,,,,https://list.am/en/item/17891230
House,Wooden,150 sq.m.,1,3,1,Not available,Not available,Old Renovation,"Սուրեն Ավետիսյան փողոց 15/5, Սպիտակ","$9,000",USD,"A wooden house is for sale at Norayr Achemyan 95. The total area is 150 square meters. It has permanent water, gas, light. The area is privatized. The house is located on M. Achemyan streetTranslated from Armenian",Nov-25-2022_00-22,150 sq.m.,,,,https://list.am/en/item/17410889
House,Stone,130 sq.m.,2,4,1,Available,Not available,Partial Renovation,Lorri › Pambak,"$30,000",USD,"For details, call the indicated phone number (Otsap Viber) The price is negotiableTranslated from Armenian",Nov-25-2022_00-22,1000 sq.m.,,,,https://list.am/en/item/18333106
House,Stone,1200 sq.m.,2,5,2,Not available,3 or more spots,Old Renovation,Lorri › Vanadzor,"$25,000",USD,"The house is located in Dzoraget, 25 km away from Vanadzor. It has permanent water and electricity. I will tell the details in detail about the total land and house area. There are no problems with paperwork. I will bargain or exchange with a real buyer for a house in Vanadzor. No irrelevant and meaningless call is not given as a gift, it is not sold for 1000 drams.Translated from Armenian",Nov-25-2022_00-22,1500 sq.m.,,,,https://list.am/en/item/17399447
House,Stone,208 sq.m.,2,8+,2,Not available,Not available,Cosmetic Renovation,"Shahumyan 5th street, Yerevan","20,000,000 ֏",AMD,"Q. Tashir Shahumyan street house 26th price is not negotiable, do not call for a pointless place to reduce the priceTranslated from Armenian",Nov-25-2022_00-22,500 sq.m.,,,,https://list.am/en/item/17451932
House,Stone,208 sq.m.,2,8+,2,Not available,Not available,Cosmetic Renovation,"Shahumyan 5th street, Yerevan","20,000,000 ֏",AMD,"Q. Tashir Shahumyan street house 26th price is not negotiable, do not call for a pointless place to reduce the priceTranslated from Armenian",Nov-25-2022_00-22,500 sq.m.,,,,https://list.am/en/item/17451942
House,Stone,137 sq.m.,1,3,1,Not available,Not available,Old Renovation,Lorri › Tashir,"3,000,000 ֏",AMD,"1-storey stone house in Mikhaylovka village, built in 1980.On the plinth. One room is not renovated. 0.5 hectare of land is given back. The total area is 137.5 square meters. Մ. The land area is 0.189 square meters. Մ.Translated from Armenian",Nov-25-2022_00-22,,,,,https://list.am/en/item/17210968
House,Wooden,81 sq.m.,1,3,1,,,Old Renovation,Lorri › Darpas,"$11,000",USD,"3-room cottage... It is located in Darpas community in the Yugoslav district, it has all utilities. The facilities are in good condition. , was inhabited 3 months ago. It is located at the beginning of the district... Call between 10:00 and 18:00Translated from Armenian",Nov-25-2022_00-22,357 sq.m.,,,,https://list.am/en/item/18025737
House,Stone,131 sq.m.,3,5,2,,,Partial Renovation,"Alek Manoukyan street, Spitak","$30,000",USD,"3 STORY HOUSE FOR SALE IN SIPITAK CITY.There are productive trees in the plot of the house and a small building in the back where pets can be kept.The house has 3 floors (2 floors are residential, one is a basement with the entire surface of the house)On the FIRST floor there is a corridor, one bedroom, one living room, one kitchen, one bathroom, renovated. They can go down to the basement from the first floor. The kitchen window is made of euro, the other rooms are made of wood.On the SECOND floor there is one corridor, three rooms, one bathroom, not renovated. All windows - Euro.ADDRESS:K. WHITE, POLICE DISTRICT K9, 5/28-----Translated from Armenian",Nov-25-2022_00-22,550 sq.m.,,,,https://list.am/en/item/18124953
House,Stone,100 sq.m.,1,5,1,Not available,Not available,Partial Renovation,Lorri › Vardablur,"$28,000",USD,"It is located in Lori region, v. In Vardablur.Real buyers will callCattle barn 50 sq. M.Translated from Armenian",Nov-25-2022_00-22,1440 sq.m.,,,,https://list.am/en/item/16826758
House,Stone,303 sq.m.,3,8+,2,,,Cosmetic Renovation,"6-րդ փողոց 6, Գուգարք","$65,000",USD,"A three-story private house in the village of Gugark, Lori region, has 3 floors. The first floor is a basement, two are residential, it has a garage, a large orchard, a cattle shed, the price is negotiable. The first floor with all utilities is also available for rentTranslated from Armenian",Nov-25-2022_00-22,303 sq.m.,,,,https://list.am/en/item/18311995
House,Stone,200 sq.m.,2,4,2,Available,1 spot,Cosmetic Renovation,Lorri › Tashir,"10,000,000 ֏",AMD,"A two-story private house is for sale in Tashir. The 2nd floor has been renovated, some of the windows have been replaced. There are several other buildings attached to the house, including a large garage, and there is also land. The house is located in a good location, the street is paved, it has night lighting.Translated from Armenian",Nov-25-2022_00-22,1000 sq.m.,,,,https://list.am/en/item/17980753
Country House,Stone,165 sq.m.,2,3,2,,,Partial Renovation,"Թելմանի փողոց 5, Ստեփանավան","$34,000",USD,2 floors on each floor bathroom 2 floors 2 bedrooms 1 living room 1 kitchen balcony 1 floor 2 rooms 1 kitchen living room 160 m2 garage 28 m2 boiler 3 m2 total area 600 m2 fertile landExchange with a car or other house for a surchargeTranslated from Armenian,Nov-25-2022_00-22,600 sq.m.,,,,https://list.am/en/item/17509552
